genus,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,IT13,IT14,IT15,IT16,IT17,IT18,IT19,IT20,IT21,IT22,IT23,IT24,IT25,IT26,IT27
Ideonella,0.000327461,0.000326012,0.00028177,0.00014951,0.000222692,0.000330998,0.000140425,0.000190581,0.00032743,0.000142599,0.000102229,0.000369777,0.000383457,0.000260881,2.97E-05,6.00E-05,0.000339136,0.000250553,0.000389797,0.000406256,0.000599004,8.46E-05,0.000177904,0.000296014,0.00011553,0.0003981,8.25E-05
Unclassified Myxococcales,0.000196477,4.08E-05,0.000422654,0.000249184,0.000185577,0.000193082,0.000491487,5.72E-05,0.000654861,9.51E-05,0.000408914,0.000308147,0.000219118,0.000114788,0.000163481,5.00E-05,0.000254352,8.35E-05,0.000194899,0.000372402,0.000299502,0.000119816,0.000311333,0.000592027,0.000202178,0.000454972,0.000137468
Roseospira,0.000130984,0.00028526,0.000225416,0.000348857,0.000519615,8.27E-05,0.000210637,0.000343047,0.000272859,0.000261432,0.000306686,0.000215703,0.000328677,2.09E-05,0.000169426,3.00E-05,0.00019783,0.000250553,0.000146174,0.00050782,0.000224627,7.05E-05,0.000933998,0.000131562,0.00011553,0.000511843,0.000109975
Unclassified Lentisphaeria,0,6.11E-05,0,0,0,5.52E-05,0,7.62E-05,8.19E-05,0,0,0,0,0.006730739,2.97E-06,5.00E-06,0,0,0,0,7.49E-05,0,0,3.29E-05,0,2.84E-05,0
Unclassified Myxococcota,0.000327461,0.000366763,0.000112708,0.000249184,0.000259808,0.000330998,0.000140425,0.000552686,0.000163715,0.000190132,0.000434471,0.000246518,0.000191728,0.00019827,0.00023779,0.000859398,0.000339136,0.000835178,9.74E-05,6.77E-05,0.000149751,0.000112768,0.000311333,0,0.00023106,0.000511843,0.000123722
Silicimonas,6.55E-05,0.000203757,0,2.49E-05,0,5.52E-05,3.51E-05,0.000133407,0,0,0.000102229,0,2.74E-05,1.04E-05,5.35E-05,0.006655341,0.000113045,0,0.000219261,0,7.49E-05,0,0,0,0,8.53E-05,1.37E-05
Winogradskyella,0.000130984,0.000672399,0.000225416,0.00014951,0.000148462,0.000689579,0.000210637,0.000114349,2.73E-05,9.51E-05,0.000383357,0.000431406,0.000273898,8.35E-05,2.68E-05,1.50E-05,0.000169568,0.000334071,0.001413014,0.000270838,0.000299502,0.000169152,0.000378047,0.000328904,0.00034659,0.000568715,0.000164962
Pseudomonas,9.82E-05,0.000203757,0.000309946,0.000498368,0.000853654,0.000248248,0.000702124,0.000266814,0.000627575,0.000190132,0.000460029,0.000677924,0.000547795,0.000250446,0.00011295,3.00E-05,0,0.000167036,0,0.000338547,7.49E-05,0.000119816,0.000311333,0.000230233,0.000491003,0.000284357,2.75E-05
Unclassified Cyanobacteriota,0.000556683,0.000122254,0.000253593,4.98E-05,7.42E-05,0.000413747,0.000351062,0.000152465,0.000163715,0.000332731,0.000613371,0.000184888,0.000191728,0.000135658,0.000701481,0.001169182,8.48E-05,0.000459348,4.87E-05,0.000270838,0.000224627,9.87E-05,0.000378047,0.000164452,0.000259943,0.000540279,0.000192456
Pseudodesulfovibrio,0.000261969,0.000163006,0.000169062,0,0.000148462,0.000579246,0.000386168,0.00030493,0.000436574,0.000285198,0.000741157,0.000246518,0.000383457,8.35E-05,8.32E-05,6.00E-05,0.000536966,0.000626383,0.000170536,0.00057553,0.000636442,9.87E-05,0.000333571,0.000197342,0.000288825,0.000255922,0.000206203
Unclassified Microscillaceae,0.000360207,0.000264884,0.000140885,0.000124592,0.000371154,8.27E-05,0.00028085,0.000590803,0.000627575,0.000166366,0.001558986,0.000277333,0,6.26E-05,1.78E-05,3.00E-05,0,0.000793419,0.000170536,0.000101564,0.000112313,5.64E-05,0.000778331,0.000361795,0.000259943,0.000654022,0.000123722
Thiotrichaceae bacterium (no genus in NCBI),0.000491191,0.00028526,0.000563539,7.48E-05,0.000371154,0.000303415,0.000351062,0.000457396,0.000818576,0.000166366,0.000920057,0.000431406,0.000136949,0.000250446,2.97E-05,3.00E-05,8.48E-05,0.000626383,7.31E-05,0.000270838,3.74E-05,9.16E-05,0.000333571,0.000427575,0.000317708,0.000654022,1.37E-05
Unclassified Desulfobacteria,0,2.04E-05,2.82E-05,2.49E-05,0,2.76E-05,0,0.000133407,0,0.000190132,7.67E-05,0,2.74E-05,9.39E-05,7.13E-05,0.000144899,2.83E-05,0,9.74E-05,0.000101564,0,0,8.90E-05,3.29E-05,0,2.84E-05,0.007437039
Unclassified Acidimicrobiaceae,0.000196477,0,0,0.000124592,0,5.52E-05,7.02E-05,9.53E-05,5.46E-05,4.75E-05,5.11E-05,0,0.000164339,9.39E-05,3.57E-05,2.00E-05,5.65E-05,0,2.44E-05,3.39E-05,7.49E-05,2.11E-05,2.22E-05,0.000131562,0,0.000113743,0.007340812
Unclassified Burkholderiales,6.55E-05,0.000101879,8.45E-05,0.000299021,0.000185577,0.000717162,0.000140425,0.000266814,0.000218287,0.000380264,0.000664486,0.000154074,0.000246508,0.000563504,0.000133757,0.000379734,0.000113045,0.000668142,0.000779594,0.000169273,0.001235446,6.34E-05,0.00022238,0.000460466,0.000375473,0.000255922,6.87E-05
Minwuiales bacterium (no genus in NCBI),0.000327461,0.000163006,2.82E-05,0,3.71E-05,5.52E-05,0.000105319,0.00030493,0.000109143,4.75E-05,0.000204457,0,5.48E-05,5.22E-05,0.000107006,0.005051464,0.000113045,0.000501107,0.000194899,0.000236983,0.000187189,1.41E-05,0.000578189,0.000197342,0.00034659,2.84E-05,0.000123722
Croceivirga,0.000523937,0.000305636,0.00028177,0.000299021,0.000371154,0.000330998,0.000842549,0.000190581,0.000436574,0.000380264,0.000408914,0.000708739,0.000273898,8.35E-05,1.78E-05,0.000284801,0.000508704,0.000417589,0.000341072,0.000270838,0.000486691,0.00014096,0.000177904,0.000526247,0.00034659,0.000284357,0.000109975
Unclassified Bacteroidales,0.000458445,0.000163006,0.0003663,0.000124592,0.000148462,0.000248248,0.000210637,0.000476454,0.000272859,4.75E-05,0.000996729,0.000184888,0.000356067,0.000970479,0.000145647,5.50E-05,0.000141307,0.000960454,0.000341072,0.000270838,0.000449253,3.52E-05,0.000422523,0.000493356,0.000404355,0.000654022,4.12E-05
Carboxylicivirga,0.00016373,0.000387139,0.000112708,0.00014951,3.71E-05,0.000551663,0.000351062,0.000438337,0.000409288,9.51E-05,0.000664486,0.000554665,5.48E-05,0.001137443,2.97E-05,5.50E-05,0.000310875,0.000960454,0.000267985,0.000372402,0.000374378,0.000119816,0.000489237,0.000328904,0.000288825,0.000597151,0.000164962
Oenococcus,6.55E-05,0.000305636,0.000225416,0.000174429,0.000408269,0.000551663,0.000982973,0.000438337,0.000272859,0.000380264,0.000613371,0.000277333,0.000383457,0.000156529,3.57E-05,8.49E-05,0.000367398,0.000960454,0.000341072,0.000406256,0.000599004,0.000133912,0.000311333,0.000427575,0.000202178,0.000341229,0.000164962
Unclassified Rhizobiaceae,0.000720414,0.000652023,0.000197239,0.00014951,7.42E-05,0.00052408,0.000210637,0.000362105,0.000272859,0.000427797,0.000281129,0.000369777,0.000356067,0.000125223,0.000341823,0.00069951,0.000282614,0.000584624,0.000462884,0.000169273,0.000299502,0.000253728,0.000444761,0.00082226,0.000144413,0.000255922,0.000219949
Unclassified Desulfovibrionaceae,0.000196477,0.000387139,0.000479008,0.000323939,0.000296923,0.000661996,0.000386168,0.000323988,0.000436574,0.000237665,0.000690043,0.000308147,0.000273898,0.000240011,0.000101061,7.99E-05,0.000282614,0.000292312,0.000389797,0.00050782,0.000449253,0.000119816,0.000489237,0.000493356,0.000635416,0.000454972,0.000206203
Bacillus,0,0,0,0,0,0,0.00028085,0,0,0,0.000971172,0,0.003834566,0,0,0.000119916,0,0.001586838,0,0.001286478,0.002133952,0,0,0,0,0,0
Cytophagales bacterium (no genus in NCBI),0.000360207,0.000224133,0.0003663,9.97E-05,0.000296923,0.000275832,0.000315956,0.000705151,0.00032743,0.000404031,0.000511143,0.000523851,0.000465626,0.000177399,0.000109978,6.00E-05,0.000113045,0.00075166,0.000292348,0.000406256,0.000449253,0.000331257,0.001156378,0.00078937,0.000144413,0.000426536,0.000137468
Unclassified Colwelliaceae,0.000360207,0.000366763,0.000169062,0.000224266,0.000259808,0.000827495,0.000315956,0.000552686,0.000272859,0.000213899,0.000638929,0.000369777,0.000383457,0.000448716,4.46E-05,7.99E-05,0.000169568,0.00075166,0.000292348,0.000609385,0.00033694,7.05E-05,0.000378047,0.000328904,0.00034659,0.001592402,0.000123722
Unclassified Porticoccaceae,0.000654922,0.001467052,0,0.000274102,0,0.000165499,0.000491487,0.000667035,0.000518432,0.001045727,0.000741157,0.000986072,0.000356067,0.000333928,8.92E-06,9.99E-06,0.000395659,0.000125277,0.000560333,0.000609385,0.000112313,0.000303064,0.00022238,6.58E-05,0,0.000511843,2.75E-05
Paracoccus,0.000392953,0.00028526,0.001098901,0.000872144,0.001595962,0.000441331,0.000877655,0.000933849,0.000736719,0.000356498,7.67E-05,0.000770369,5.48E-05,0,0,5.00E-06,5.65E-05,0,2.44E-05,6.77E-05,0.000112313,0.000563841,0.000200142,0.000493356,0.000462121,0.000454972,0.000288684
Unclassified Alteromonadaceae,0.000392953,0.000224133,0.000563539,0.000573123,0.000185577,0.000579246,0.000386168,0.000495512,0.000545717,0.000332731,0.000383357,0.000277333,0.000383457,0.000427845,0.000151591,7.00E-05,0.000395659,0.000835178,0.000657783,0.00050782,0.000823631,0.0001762,0.000400285,0.000559137,0.000317708,0.000483408,0.000219949
Chloroflexales bacterium (no genus in NCBI),0.000949637,0.000224133,0.000338123,0.000124592,0.000445385,0.000330998,0.001369142,0.001391245,0.00032743,0.000142599,0.000281129,0.000369777,0.000328677,8.35E-05,4.16E-05,0.000404717,0.000282614,0.000626383,0.000779594,0.000914077,0.000149751,0.000521553,8.90E-05,0.000460466,0.00023106,0.000170614,6.87E-05
Unclassified Oceanospirillaceae,0.000884144,0.001181792,0,2.49E-05,0,8.27E-05,0.000140425,0.001200663,0.000518432,0.001140793,0.000766714,0.000677924,0.000438236,0.000500892,3.86E-05,9.99E-06,0.000480443,0.000250553,0.000584696,0.001184914,3.74E-05,0.000584985,0.00022238,6.58E-05,2.89E-05,0.000454972,1.37E-05
Kiloniellales bacterium (no genus in NCBI),0.003307355,0.000101879,0.000309946,0.000872144,0.000148462,0.000248248,0.000351062,0.000114349,0.000191001,4.75E-05,0.000102229,0.001201775,0.000164339,0.000365234,0.000202122,0.000279804,0.000226091,0.000208794,0.000389797,0.000169273,0.000636442,5.64E-05,0.000378047,0.000493356,0.00023106,0.000255922,0.000467392
Unclassified Desulfobacteraceae,0.000392953,0.000305636,0.000338123,0.000124592,0.000111346,0.000165499,0.000386168,0.000152465,0.00046386,0.000190132,0.000920057,0.000277333,0.000273898,0.004424548,0.000228873,0.000139902,0.000254352,0.000626383,0.000170536,0.000135419,0.000374378,0.000133912,0.000400285,0.000164452,0.00023106,0.000113743,0.000109975
Prolixibacteraceae bacterium (no genus in NCBI),0.000654922,0.000550145,0.000197239,0.000299021,7.42E-05,0.000551663,3.51E-05,0.000381163,0.000300145,0.000166366,0.000332243,0.000369777,0.000903862,0.000886997,0.00030021,0.000284801,0.000367398,0.000501107,0.000852681,0.001354188,0.000524129,0.000133912,0.000266856,0.000296014,0.001039771,0.00019905,0.000178709
Desulfobacterales bacterium (no genus in NCBI),0.000654922,0.000264884,2.82E-05,0.000398694,0.000408269,0.00052408,0.000631912,0.000400221,0.000545717,0.000499097,0.000690043,0.000184888,0.000410846,0.000333928,0.000196177,0.000264815,0.000254352,0.000960454,0.000730869,0.00057553,0.000636442,0.000267824,0.000444761,0.000690699,0.000433238,0.000540279,0.000192456
Unclassified Ignavibacteriota,0.00058943,0.00014263,0.000450831,2.49E-05,0.000334039,0.001020577,0.000702124,0.000381163,0.00032743,0.00047533,0.000255571,0.000523851,0.000876472,0.000135658,0.000104033,0.000384731,0.000650011,0.000334071,0.000511609,0.000372402,0.000636442,0.000169152,0.000266856,0.000690699,0.001155301,0.000767765,0.000329924
Unclassified Alteromonadales,3.27E-05,0.000183382,0.000169062,0.000224266,7.42E-05,0.000358581,0.000105319,9.53E-05,0.000191001,9.51E-05,0.000460029,0.000523851,0.000109559,0.007356854,0.000157536,2.50E-05,0.00019783,0.000501107,0.000267985,0.000406256,0,5.64E-05,0.000378047,0.000296014,0.000144413,0.000312793,2.75E-05
Unclassified Cellvibrionaceae,0.000556683,0.00042789,5.64E-05,0.000598041,3.71E-05,0.000110333,0,0.000971965,0.000573003,0.000213899,0.000306686,0.000770369,0.000602575,0.001742687,0.000107006,0.001194164,0.000169568,0.000167036,0.000706507,0.001015641,0.000524129,0.00014096,0.000555951,0.000361795,0.00011553,0.000568715,0.000192456
Unclassified Cytophagales,0.000392953,0.00014263,8.45E-05,0.00014951,0.000445385,0.001323992,0.000421274,0.000190581,0.000682147,0,0.000383357,0.000308147,0.00117776,0.00021914,0.000888741,0.000229839,0.000282614,0.001002213,0.001632275,0.000203128,0.000486691,9.87E-05,0.000600427,0.000493356,0.000491003,0.000454972,0.000137468
Unclassified Vibrionaceae,0.000360207,0.000346387,0.001127078,0.000647878,0.000593846,0.000551663,0.000421274,0.000171523,0.000518432,0.000380264,0.000511143,0.000123259,0.000219118,0.002984483,3.57E-05,3.50E-05,0.000678273,0.000334071,0.000121812,0.000203128,0.000112313,0.000119816,0.000555951,0.00078937,0.000462121,0.000312793,0.000274937
Unclassified Enterobacterales,0.000392953,0.000631648,0.000676247,0.000299021,0.000593846,0.000634413,0.000667018,0.000190581,0.000682147,0.000261432,0.000638929,0.000523851,0.000602575,0.002087051,0.00011295,8.99E-05,0.000508704,0.000459348,0.000706507,0.00057553,0.000299502,0.00014096,0.000400285,0.000460466,0.00034659,0.00019905,5.50E-05
Gammaproteobacteria bacterium (no genus in NCBI),0.000622176,0.000346387,5.64E-05,7.48E-05,0.000259808,0.000661996,0.000315956,0.000781384,0.000409288,0.000213899,0.000971172,0.000215703,0.000219118,0.000125223,0.000121867,0.000339762,0.000452182,0.001002213,0.000292348,0.000473966,0.001534948,0.000169152,0.000845045,0.000592027,0.000202178,0.000312793,0.002062026
Unclassified Enterobacteriaceae,0.000229223,0.000244509,0.000479008,0.000797389,0.000779423,0.000441331,0.000667018,0.000343047,0.000982291,0.000404031,0.000255571,0.000801183,0.001287319,0.002149662,0.000127812,6.00E-05,0.000169568,0.000208794,9.74E-05,0.000406256,0.000711317,0.000563841,0.000400285,0.000296014,0.000173295,0.000568715,0.000577367
Klebsiella,0.00058943,0.000366763,0.000338123,0.000323939,0.000890769,0.00104816,0.000807443,0.000743268,0.000545717,0.000427797,0.0005367,0.000770369,0.000684744,0.000208705,4.46E-05,7.00E-05,0.00042392,0.001378043,0.000267985,0.000643239,0.00067388,0.00028192,0.000289094,0.000427575,0.000606533,0.000767765,0.000164962
Unclassified Verrucomicrobiota,0.000458445,0.000631648,0.000591716,0.000398694,0.000890769,0.001020577,0.000386168,9.53E-05,0.000573003,0.000285198,0.000664486,0.000308147,0.000520405,0.00121049,0.000205094,6.50E-05,0.000989148,0.00075166,0.000511609,0.000440111,0.000823631,0.000218488,0.000578189,0.000296014,0.000491003,0.000654022,0.000316177
Unclassified Chlorobiaceae,0,4.08E-05,0,4.98E-05,0,0,0,5.72E-05,0.000136429,0,7.67E-05,0,0.001643385,5.22E-05,0.002901041,5.00E-06,0,0.000208794,0.000219261,0.000406256,3.74E-05,7.05E-06,0.008405978,6.58E-05,5.78E-05,0,6.87E-05
Alphaproteobacteria bacterium (no genus in NCBI),0,4.08E-05,5.64E-05,2.49E-05,7.42E-05,0.000275832,0.000175531,0.00030493,0.000163715,9.51E-05,0.000153343,0.000215703,5.48E-05,0.000365234,6.54E-05,9.99E-06,2.83E-05,0.000626383,0,0,7.49E-05,0.001092442,0.000466999,9.87E-05,0,0.000284357,0.009952711
Ferrimonas,0.000982383,0.000244509,0.000338123,0.000299021,0.000668077,0.000799912,0.000421274,0.000400221,0.000518432,0.000499097,0.000613371,0.00064711,0.000657354,0.001137443,0.000104033,8.99E-05,0.000791318,0.000876937,0.000779594,0.000473966,0.00067388,0.000190296,0.000578189,0.000855151,0.000519886,0.000568715,0.000192456
Unclassified Rickettsiaceae,0.00016373,0.000122254,0.000338123,0.000199347,0.000111346,0.000882661,0.000386168,0.000285872,0.000218287,0.000285198,0.000485586,0.000246518,0.004437141,5.22E-05,0.002315482,0,8.48E-05,0.001795632,0.000389797,0.000135419,0.000224627,0.000169152,0.000200142,0.000427575,0.000750946,0.000142179,9.62E-05
Unclassified Deltaproteobacteria,0.000556683,0.00042789,0.000338123,0.000348857,0.000593846,0.000661996,0.000456381,0.000400221,0.000545717,0.000404031,0.000817829,0.00117096,0.000493016,0.000459151,0.000205094,0.000649545,0.000480443,0.000918695,0.000487246,0.000473966,0.000449253,0.000422881,0.001223092,0.000460466,0.000577651,0.000710894,0.000508633
Unclassified Thiotrichaceae,0.000851398,0.000224133,0.000563539,0.000473449,0.000890769,0.000496497,0.000526593,0.000438337,0.000873148,0.000380264,0.000741157,0.000862813,0.000328677,0.000542633,4.76E-05,8.49E-05,0.000282614,0.000668142,0.000194899,0.000609385,0.000973382,0.000190296,0.000978474,0.000920931,0.000924241,0.001023687,0.000192456
Unclassified Rickettsiales,0.000392953,0.000244509,0.000817132,0.000573123,0.001039231,0.000579246,0.000772336,0.000266814,0.000573003,0.000427797,0.000664486,0.001109331,0.002026842,8.35E-05,0.000722288,3.00E-05,0.000339136,0.001419802,4.87E-05,0.000778658,7.49E-05,0.000133912,0.001000712,0.000427575,0.000750946,0.000170614,0.000247443
Unclassified Woeseiaceae,0.001113367,6.11E-05,0,7.48E-05,7.42E-05,5.52E-05,0.000175531,0.000323988,8.19E-05,0,0.000255571,9.24E-05,0,5.22E-05,0.00011295,0.000424703,5.65E-05,4.18E-05,0.000121812,0.000101564,0.013215529,2.11E-05,2.22E-05,0,2.89E-05,5.69E-05,2.75E-05
Photobacterium,0.000425699,8.15E-05,0.000140885,0.00014951,0.000519615,0.000551663,0.000140425,0.000285872,0.000354716,0.000332731,0.000306686,0.001355849,0.000219118,0.009057801,4.76E-05,4.50E-05,0.000113045,0.000668142,0.000146174,0.000169273,0.000299502,7.75E-05,0.000177904,0.000526247,0.00023106,0.000284357,4.12E-05
Nitrospira,6.55E-05,4.08E-05,5.64E-05,0,0,0,3.51E-05,0,0.000109143,0.000261432,2.56E-05,6.16E-05,0.000109559,9.39E-05,5.94E-06,0.000149895,0,0.000250553,4.87E-05,0,0.000149751,4.23E-05,2.22E-05,0,0,5.69E-05,0.016028813
Unclassified Rhodospirillaceae,0.000327461,0.00014263,0.000169062,0.000124592,0.000185577,0.00052408,0.000175531,0.000419279,0.000409288,9.51E-05,0.000408914,0.000154074,0.000356067,0.000156529,0.00947594,0.00021485,0.000452182,0.000417589,0.000487246,0.000270838,0.000524129,0.000112768,0.000711617,0.000559137,0.000259943,0.000227486,0.000288684
Acidobacteriota bacterium (no genus in NCBI),0.000491191,0.000346387,0.00028177,0.000249184,0.000296923,0.000717162,0.00028085,0.000133407,0.000191001,0.000166366,0.0005367,0.000431406,0.000575185,0.000907867,0.001408907,0.00101429,0.000310875,0.001211008,0.000292348,3.39E-05,0.000262064,9.87E-05,0.000422523,0.000296014,0.000577651,0.000739329,0.00560871
Parendozoicomonas,0.000687668,0.000855781,0.000760778,0.00077247,0.000965,0.000992994,0.000982973,0.000781384,0.000518432,0.000831828,0.001047843,0.00064711,0.000410846,9.39E-05,7.13E-05,5.50E-05,0.001356545,0.00075166,0.000121812,0.001015641,0.000898506,0.00024668,0.000511475,0.001151164,0.000895359,0.000682458,0.000192456
Unclassified Pseudomonadaceae,0.000327461,0.000550145,0.001690617,0.001171164,0.000816539,0.00157224,0.00073723,0.000343047,0.000600289,0.000950661,0.000638929,0.000246518,0.000383457,0.000208705,0.000139702,0.000119916,0.002147863,0.000709901,0.000146174,0.000880222,0.000449253,0.000387641,0.000400285,0.001052493,0.001155301,0.000341229,0.000274937
Woeseiaceae bacterium (no genus in NCBI),0.000851398,0.000122254,2.82E-05,0,0,0.000137916,0,0.000190581,0,0,2.56E-05,0,5.48E-05,2.09E-05,0.000118895,9.99E-05,0,0,2.44E-05,3.39E-05,0.018232189,1.41E-05,0.000155666,0,0,0,4.12E-05
Sansalvadorimonas,0.000327461,0.001079914,0.000901662,0.000747552,0.001150577,0.00209632,0.001544673,0.00051457,0.00079129,0.000879361,0.001354529,0.000831998,0.000766913,0.000135658,5.05E-05,2.00E-05,0.001215239,0.000208794,0.000121812,0.000541675,0.000748755,0.000218488,0.000756093,0.001184055,0.001386362,0.000483408,0.000178709
Unclassified Betaproteobacteria,0.000884144,0.000305636,0.000845309,0.000672797,0.001224808,0.000441331,0.000702124,0.000686093,0.000709433,0.000736762,0.0003578,0.001109331,0.000629964,0.000344363,0.001043305,0.000404717,0.000791318,0.00150332,0.00063342,0.000778658,0.001347759,0.000881001,0.000800569,0.001019603,0.000635416,0.000739329,0.000206203
Sessilibacter,0.000785906,0.000387139,0.000309946,0.000224266,0.000296923,0.001158493,0.001053186,0.001219721,0.001091435,0.000380264,0.002964629,0.001263404,0.000328677,0.00019827,0.000115923,7.49E-05,0.000650011,0.00263081,0.000438522,0.001015641,0.000486691,0.00024668,0.001267568,0.000953822,0.000548768,0.001222737,0.000247443
Unclassified Chlamydiia,0.00016373,0.000163006,0.000169062,0.00014951,0.000185577,0.01186076,0.000210637,0.000190581,0.00046386,0.000118833,0.000460029,0.000554665,0.00112298,5.22E-05,4.46E-05,0.000149895,0.000113045,0.000626383,0.000243623,0.000270838,0.000935944,7.05E-05,0.002824231,9.87E-05,0.00023106,0.00019905,0.000178709
Unclassified Chromatiales,0,4.08E-05,0,0.000124592,0.000148462,5.52E-05,0,1.91E-05,2.73E-05,0,0.0001789,0,0,0.00041741,6.24E-05,0.019221545,0,0.000167036,4.87E-05,6.77E-05,0,2.82E-05,0.000155666,3.29E-05,0,0.000142179,0.000976026
Escherichia,0.000851398,0.000998411,0.001690617,0.001171164,0.001410385,0.000413747,0.002843602,0.000857617,0.00079129,0.000570396,0.0005367,0.001879699,0.001451657,0.000365234,0,5.50E-05,0,0.000459348,0,0.000914077,0.000973382,0.000775281,0.000466999,0.000953822,0.000779828,0.000426536,0.000508633
Unclassified Marinilabiliales,0.001211605,0.000835405,0.000619893,0.000323939,0.000890769,0.001489491,0.000912761,0.000991024,0.000955006,0.000712996,0.001584543,0.000893628,0.000684744,0.001252231,8.03E-05,8.99E-05,0.000226091,0.002505533,0.000657783,0.001015641,0.000524129,0.0001762,0.001200854,0.000592027,0.000635416,0.000739329,0.000398658
Acinetobacter,9.82E-05,0.000101879,0.00028177,0.000124592,0.000296923,0.000110333,0.000210637,0.000114349,0.000191001,9.51E-05,0.002121243,0.000338962,0.008518214,6.26E-05,0,0.000339762,0,0.003340711,2.44E-05,0.002640666,0.003968403,9.87E-05,8.90E-05,0.000131562,5.78E-05,5.69E-05,8.25E-05
Hoeflea,0.001637304,0.000652023,0.00028177,0.001071491,0.000668077,0.000441331,0.00101808,0.000857617,0.000436574,0.000451564,0.000613371,0.000400592,0.0010682,0.000177399,0.000136729,0.001134206,0.00062175,0.000584624,0.004750652,0.001591171,0.001572386,0.000197344,0.000578189,0.00082226,0.000693181,0.000682458,0.000439899
Unclassified Thermoanaerobaculia,0.000392953,0.00376951,0.000112708,0.000174429,0.000185577,0.002923815,7.02E-05,0.000419279,0.000218287,0.000332731,0.000255571,0,2.74E-05,0.000667856,0.000309127,0.006430499,0.000480443,0.000835178,0.002679855,0.000304692,0.000861068,0.000162104,0.000578189,0.000131562,0.000288825,0.001563966,0.000123722
Unclassified Flavobacteriia,0.000425699,0.00071315,0.002113271,0.001171164,0.0014475,0.001268826,0.000491487,0.000628919,0.000764004,0.00102196,0.000843386,0.000986072,0.001369488,0.000824385,0.000145647,0.00091436,0.000565227,0.001211008,0.001729724,0.00057553,0.000711317,0.000331257,0.001623377,0.001052493,0.000953124,0.000682458,0.000632355
Unclassified Actinomycetota,0.000851398,0.000937284,0.000704424,0.000672797,0.000668077,0.000689579,0.001053186,0.001448419,0.000654861,0.000808062,0.000996729,0.000770369,0.000739523,0.000427845,0.001483216,0.001044269,0.000452182,0.00150332,0.001681,0.000677094,0.001310322,0.000422881,0.001979185,0.00078937,0.000606533,0.000853072,0.001415924
Unclassified Thermodesulfobacteriota,0.000294715,0.000387139,0.000704424,0.000747552,0.000816539,0.001103327,0.000315956,0.001143489,0.000409288,0.000118833,0.001226743,0.000308147,0.000410846,0.00800384,0.000460719,0.000279804,0.000480443,0.001586838,0.000243623,0.000440111,0.000411815,8.46E-05,0.000667141,0.000394685,0.000375473,0.000881508,0.003656659
Unclassified Phycisphaerae,0.001080621,0.001507804,0.000479008,0.000797389,0.001002116,0.000661996,0.001544673,0.001467477,0.001091435,0.001687423,0.001277857,0.001479108,0.001424267,0.000584374,0.000329934,0.000459678,0.000876102,0.001043972,0.001437377,0.000541675,0.000561566,0.000824617,0.00102295,0.00082226,0.000491003,0.001393352,0.000219949
Unclassified Paracoccaceae,0.000949637,0.000305636,0.00028177,0.000373776,7.42E-05,0.000689579,0.000456381,0.000285872,0.000109143,0.000213899,7.67E-05,0.000493036,0.000301287,0.000281752,0.000540973,0.01654342,0.000254352,0.001043972,0.000730869,0.000169273,0.000411815,0.000310112,0.000667141,0.000164452,0.000259943,0.000511843,0.00030243
Unclassified Saprospiraceae,0.000392953,0.000387139,0.000788955,0.000473449,0.000445385,0.00157224,0.001123398,0.000552686,0.000491146,0.000594163,0.0010734,0.000893628,0.000629964,0.000354799,0.000178343,0.000164885,0.000536966,0.001920909,0.009233318,0.000914077,0.001048257,7.75E-05,0.000733855,0.000723589,0.000548768,0.000853072,0.000247443
Gemmatimonadota bacterium (no genus in NCBI),3.27E-05,0.00014263,0.000338123,0.000224266,0.000185577,0.000220665,0.000456381,0.000228698,0.00032743,7.13E-05,0.000204457,0.000308147,0.000246508,5.22E-05,3.57E-05,7.99E-05,5.65E-05,0.000501107,0.000121812,0.000203128,0.000112313,4.23E-05,0.000244618,0.000427575,0.00011553,8.53E-05,0.022118663
Unclassified Campylobacterales,0.001473574,0.001630058,0.000169062,0.000348857,0.000185577,0.001765322,0.000912761,0.001295954,0.000518432,0.000974427,0.002070129,0.000862813,0.000766913,0.009297812,0.000154564,4.50E-05,0.000169568,0.000709901,0.000828319,0.000981786,0.000486691,0.00028192,0.000978474,0.000328904,0.001213066,0.001251173,0.000192456
Unclassified Gemmatimonadota,0.001047875,0.000855781,0.000704424,0.000797389,0.001150577,0.000551663,0.00101808,0.000781384,0.001036863,0.001497291,0.001277857,0.001355849,0.001040811,0.001951393,0.000294265,0.001299091,0.000565227,0.001795632,0.00126684,0.000947931,0.001347759,0.000324209,0.000689379,0.001184055,0.000577651,0.001165866,0.003931596
Candidatus Omnitrophota bacterium (no genus in NCBI),0.000261969,0.000183382,0.000253593,4.98E-05,0.000259808,0.000220665,0.000491487,0.000114349,0.000245573,0.000285198,0.000281129,0.000369777,0.000328677,0.000114788,4.76E-05,0.02352853,0.000226091,0.000793419,0.000146174,0.000372402,0.000374378,9.87E-05,0.001067426,0.000394685,5.78E-05,0.000284357,0.000137468
Unclassified Cyanophyceae,0.001146113,0.000305636,0.00259228,0.000448531,0.000593846,0.001379158,0.000491487,0.00072421,0.000627575,0.000594163,0.000868943,0.000770369,0.000684744,0.000281752,0.002360068,0.006875187,0.000536966,0.001211008,0.000901406,0.000812513,0.000449253,0.000204392,0.003446896,0.00078937,0.000779828,0.000568715,0.000728582
