"genus","B","Group","Class"
"Bdellovibrionales bacterium (no genus in NCBI)",0.153878979902388,"ST","Intermediate"
"Unclassified Bacillales",0.0753577218218575,"ST","Specialist"
"Unclassified Alcaligenaceae",0.129844520749379,"ST","Intermediate"
"Ruminococcus",0.0289918734900066,"ST","Specialist"
"Bacteroidales bacterium (no genus in NCBI)",0.176206159159312,"ST","Intermediate"
"Deltaproteobacteria bacterium (no genus in NCBI)",0.284662991169379,"ST","Intermediate"
"Unclassified Francisellaceae",0.249291058178386,"ST","Intermediate"
"Leptolyngbyaceae cyanobacterium (no genus in NCBI)",0.137700615222652,"ST","Intermediate"
"Labilibacter",0.209534905253797,"ST","Intermediate"
"Bacteroidia bacterium (no genus in NCBI)",0,"ST","Specialist"
"Unclassified Oxalobacteraceae",0.204851210176119,"ST","Intermediate"
"Marinobacter",0.099805692428155,"ST","Specialist"
"Unclassified Verrucomicrobiia",0.278913907467698,"ST","Intermediate"
"Unclassified Geminicoccales",0.285935919467046,"ST","Intermediate"
"Henriciella",0.258619842141621,"ST","Intermediate"
"Unclassified Geovibrionaceae",0.0726044531085736,"ST","Specialist"
"Desulfobacteraceae bacterium (no genus in NCBI)",0.3751576959452,"ST","Intermediate"
"Unclassified Magnetococcales",0.229918316356968,"ST","Intermediate"
"Unclassified Chromatiaceae",0.0487657064722976,"ST","Specialist"
"Unclassified Terriglobia",0.157667690367318,"ST","Intermediate"
"Unclassified Nitrospinota",0.0888940552921932,"ST","Specialist"
"Unclassified Aeromonadaceae",0.0544252249325737,"ST","Specialist"
"Microbulbifer",0.46097014582983,"ST","Intermediate"
"Tritonibacter",0.225087494570482,"ST","Intermediate"
"Pelagibius",0.0414976373801171,"ST","Specialist"
"Methyloceanibacter",0.0979571063877512,"ST","Specialist"
"Halomonas",0.278212794079077,"ST","Intermediate"
"Acidimicrobiia bacterium (no genus in NCBI)",0.145628361275214,"ST","Intermediate"
"Neptuniibacter",0.181124092357399,"ST","Intermediate"
"Unclassified Melioribacteraceae",0.165436478327769,"ST","Intermediate"
"Brucellaceae bacterium (no genus in NCBI)",0.0617814643139421,"ST","Specialist"
"Seonamhaeicola",0.050801766285893,"ST","Specialist"
"Unclassified Lachnospiraceae",0.143013767564595,"ST","Intermediate"
"Leisingera",0.0509510427468939,"ST","Specialist"
"Agarilytica",0.178857267971004,"ST","Intermediate"
"Puniceibacterium",0.253537058734234,"ST","Intermediate"
"Unclassified Akkermansiaceae",0,"ST","Specialist"
"Unclassified Acidaminobacteraceae",0.263898843209232,"ST","Intermediate"
"Phocaeicola",0.167955261115891,"ST","Intermediate"
"Porticoccaceae bacterium (no genus in NCBI)",0.218423560077743,"ST","Intermediate"
"Unclassified Desulfarculales",0.398383696954648,"ST","Intermediate"
"Candidatus Entotheonella",0.355713458585181,"ST","Intermediate"
"Aeromonas",0.459806671788655,"ST","Intermediate"
"Anaplasma",0.271051564021345,"ST","Intermediate"
"Salmonella",0.0520648847274783,"ST","Specialist"
"Unclassified Shewanellaceae",0.505189945859551,"ST","Generalist"
"Unclassified Sphingomonadales",0.137444441546026,"ST","Intermediate"
"Unclassified Pleioneaceae",0,"ST","Specialist"
"Unclassified Caldilineaceae",0.454224793170085,"ST","Intermediate"
"Virgibacillus",0.0488239892023986,"ST","Specialist"
"Croceitalea",0.132717150898256,"ST","Intermediate"
"Puteibacter",0.124720927705337,"ST","Intermediate"
"Unclassified Salinisphaerales",0.468698810481176,"ST","Generalist"
"Unclassified Syntrophobacteraceae",0.245561652225325,"ST","Intermediate"
"Unclassified Maricaulaceae",0.059260287792522,"ST","Specialist"
"Eilatimonas",0.00600066770522491,"ST","Specialist"
"Zymobacter",0.215344851543517,"ST","Intermediate"
"Unclassified Sedimentisphaerales",0.127857614376299,"ST","Intermediate"
"Saccharicrinis",0.330792038887184,"ST","Intermediate"
"Unclassified Chitinophagaceae",0.112265360910153,"ST","Intermediate"
"Unclassified Hapalosiphonaceae",0.0617615421308791,"ST","Specialist"
"Unclassified Desulfobulbales",0.00634781976732274,"ST","Specialist"
"Unclassified Thiotrichales",0.323978157479475,"ST","Intermediate"
"Pseudomonadales bacterium (no genus in NCBI)",0.103675473719256,"ST","Specialist"
"Alteromonas",0.0503919086661233,"ST","Specialist"
"Unclassified Candidatus Falkowbacteria",0.125592776524706,"ST","Intermediate"
"Unclassified Blastocatellia",0.0243023506332989,"ST","Specialist"
"Desulfobacula",0.230571165967138,"ST","Intermediate"
"Unclassified Salinisphaeraceae",0.369661681304321,"ST","Intermediate"
"Unclassified Phycisphaeraceae",0.278518628690698,"ST","Intermediate"
"Mycobacteroides",0.378816692381889,"ST","Intermediate"
"Unclassified Propionibacteriales",0.158412700885876,"ST","Intermediate"
"Myxococcales bacterium (no genus in NCBI)",0.127960961201503,"ST","Intermediate"
"Geomonas",0.119231639937271,"ST","Intermediate"
"Pontimicrobium",0.028686255843296,"ST","Specialist"
"Unclassified Planctomycetaceae",0.0743463510003832,"ST","Specialist"
"Unclassified Phyllobacteriaceae",0.14449069650066,"ST","Intermediate"
"Rhodospirillaceae bacterium (no genus in NCBI)",0.0569552792543025,"ST","Specialist"
"Acanthopleuribacter",0.0336115602977464,"ST","Specialist"
"Saprospiraceae bacterium (no genus in NCBI)",0.112558172985486,"ST","Intermediate"
"Desulfobacter",0.360039417887904,"ST","Intermediate"
"Unclassified Azospirillaceae",0.0397974895281013,"ST","Specialist"
"Unclassified Mycobacteriales",0.0407957515667285,"ST","Specialist"
"Unclassified Ignavibacteriaceae",0.188756233875784,"ST","Intermediate"
"Unclassified Brucellaceae",0.11634620132006,"ST","Intermediate"
"Salinisphaera",0.581221877265755,"ST","Generalist"
"Unclassified Lactobacillales",0.000170497248302491,"ST","Specialist"
"Bacterioplanoides",0.326957115252211,"ST","Intermediate"
"Unclassified Erythrobacteraceae",0.182905080144963,"ST","Intermediate"
"Unclassified Dehalococcoidia",0.226600382962403,"ST","Intermediate"
"Unclassified Nitrospirota",0.028534044668939,"ST","Specialist"
"Unclassified Moraxellales",0,"ST","Specialist"
"Unclassified Nostocales",0.230559089083964,"ST","Intermediate"
"Rickettsia",0.00574749803453559,"ST","Specialist"
"Unclassified Nannocystaceae",0.0806723097674499,"ST","Specialist"
"Unclassified Anaerolineae",0.0153276249309203,"ST","Specialist"
"Unclassified Eubacteriales",0.23853637702694,"ST","Intermediate"
"Phycisphaeraceae bacterium (no genus in NCBI)",0.231252770800777,"ST","Intermediate"
"Unclassified Acidimicrobiales",0,"ST","Specialist"
"Pseudanabaenales cyanobacterium (no genus in NCBI)",0.234594498456644,"ST","Intermediate"
"Unclassified Halieaceae",0.401665289650367,"ST","Intermediate"
"Kordiimonas",0.270056738327382,"ST","Intermediate"
"Polaribacter",0.291073298127675,"ST","Intermediate"
"Unclassified Bacilli",0.0161542359937621,"ST","Specialist"
"Erythrobacter",0.232101807761027,"ST","Intermediate"
"Unclassified Rhodothermales",0.0947428132902125,"ST","Specialist"
"Microscillaceae bacterium (no genus in NCBI)",0.201964593474758,"ST","Intermediate"
"Unclassified Moraxellaceae",0.21574951922472,"ST","Intermediate"
"Aequorivita",0.107039409284086,"ST","Intermediate"
"Spirochaetaceae bacterium (no genus in NCBI)",0.10749486956681,"ST","Intermediate"
"Acidaminobacter",0.485794300670126,"ST","Generalist"
"Candidatus Aquarickettsia",0.0987277791352559,"ST","Specialist"
"Parabacteroides",0,"ST","Specialist"
"Unclassified Epsilonproteobacteria",0.0421391209215774,"ST","Specialist"
"Mesorhizobium",0.223126098260562,"ST","Intermediate"
"Unclassified Opitutia",0.193005405182942,"ST","Intermediate"
"Neiella",0.190321377209288,"ST","Intermediate"
"Roseibium",0.0531976107190833,"ST","Specialist"
"Unclassified Vibrionales",0.663574061500784,"ST","Generalist"
"Unclassified Hyphomonadaceae",0.341157782014475,"ST","Intermediate"
"Francisella",0.379107282837871,"ST","Intermediate"
"Unclassified Bacteriovoracales",0.214350130864968,"ST","Intermediate"
"Clostridioides",0.0623313422990949,"ST","Specialist"
"Unclassified Amoebophilaceae",0.042855346193717,"ST","Specialist"
"Roseivirga",0.0824240148307555,"ST","Specialist"
"Shewanella",0.588007447689263,"ST","Generalist"
"Pseudoalteromonas",0.438760449948761,"ST","Intermediate"
"Rhodobacterales bacterium (no genus in NCBI)",0.115622974221739,"ST","Intermediate"
"Unclassified Sneathiellales",0.429390109093234,"ST","Intermediate"
"Ralstonia",0.00857696305411188,"ST","Specialist"
"Flavobacteriaceae bacterium (no genus in NCBI)",0.100102471788566,"ST","Specialist"
"Unclassified Cyclobacteriaceae",0.214202253803548,"ST","Intermediate"
"Xenococcaceae cyanobacterium (no genus in NCBI)",0.0430705163822091,"ST","Specialist"
"Aliarcobacter",0.360309187563289,"ST","Intermediate"
"Unclassified Ignavibacteria",0.218781915011966,"ST","Intermediate"
"Shimia",0.385974003148756,"ST","Intermediate"
"Unclassified Cytophagia",0.310312339286901,"ST","Intermediate"
"Unclassified Actinomycetes",0.524730058287749,"ST","Generalist"
"Unclassified Candidatus Sumerlaeota",0.0264788123521784,"ST","Specialist"
"Unclassified Verrucomicrobiales",0.14534897118836,"ST","Intermediate"
"Corynebacterium",0.110888870477038,"ST","Intermediate"
"Clostridia bacterium (no genus in NCBI)",0.187171305243632,"ST","Intermediate"
"Thalassotalea",0.445349548684612,"ST","Intermediate"
"Azospirillum",0.0623783838039742,"ST","Specialist"
"Fulvivirgaceae bacterium (no genus in NCBI)",0.17350411884289,"ST","Intermediate"
"Exilibacterium",0.154276424387285,"ST","Intermediate"
"Unclassified Chlamydiota",0.281228270881916,"ST","Intermediate"
"Unclassified Candidatus Neomarinimicrobiota",0.148638514171064,"ST","Intermediate"
"Chloroflexota bacterium (no genus in NCBI)",0.0647344119629699,"ST","Specialist"
"Unclassified Lentisphaerota",0.298669329622632,"ST","Intermediate"
"Unclassified Planctomycetales",0.0951109022397614,"ST","Specialist"
"Unclassified Pirellulales",0.125321148726251,"ST","Intermediate"
"Unclassified Tissierellales",0.0100593729642228,"ST","Specialist"
"Achromobacter",0.461697186192281,"ST","Intermediate"
"Unclassified Saprospiria",0.150780845507112,"ST","Intermediate"
"Unclassified Acidimicrobiia",0.357719300427386,"ST","Intermediate"
"Ideonella",0.0634752389600281,"ST","Specialist"
"Staphylococcus",0.00151080235103075,"ST","Specialist"
"Candidatus Thiodiazotropha",0.066526788802892,"ST","Specialist"
"Streptomyces",0.194242377021416,"ST","Intermediate"
"Bacteroides",0.458119392248406,"ST","Intermediate"
"Unclassified Lentisphaeria",0.0546848286336826,"ST","Specialist"
"Unclassified Myxococcales",0.150951001943005,"ST","Intermediate"
"Unclassified Cellvibrionales",0.0643032490816824,"ST","Specialist"
"Unclassified Planctomycetia",0.352698299618948,"ST","Intermediate"
"Unclassified Pseudanabaenales",0.303402779425553,"ST","Intermediate"
"Unclassified Sedimenticolaceae",0.109296369966269,"ST","Intermediate"
"Roseospira",0.281250603933035,"ST","Intermediate"
"Unclassified Hahellaceae",0.541790045233928,"ST","Generalist"
"Silicimonas",0.0912790058635363,"ST","Specialist"
"Winogradskyella",0.128092177708714,"ST","Intermediate"
"Prosthecochloris",0.0981119560691037,"ST","Specialist"
"Pseudodesulfovibrio",0.318674755568336,"ST","Intermediate"
"Unclassified Bdellovibrionota",0.113919004054439,"ST","Intermediate"
"Unclassified Marinilabiliaceae",0.207503667472003,"ST","Intermediate"
"Halodesulfovibrio",0.213900020195981,"ST","Intermediate"
"Unclassified Acidimicrobiaceae",0.0947487772386877,"ST","Specialist"
"Unclassified Chloroflexales",0.0553158987583358,"ST","Specialist"
"Unclassified Desulfobacteria",0.280392035064302,"ST","Intermediate"
"Unclassified Campylobacterota",0.488158006860571,"ST","Generalist"
"Unclassified Myxococcota",0.262240030067028,"ST","Intermediate"
"Cellvibrionaceae bacterium (no genus in NCBI)",0.256256877480491,"ST","Intermediate"
"Minwuiales bacterium (no genus in NCBI)",0.341310678663433,"ST","Intermediate"
"Unclassified Microscillaceae",0.526153054700759,"ST","Generalist"
"Unclassified Rhizobiaceae",0.137755724556352,"ST","Intermediate"
"Oenococcus",0.238096402325314,"ST","Intermediate"
"Pseudomonas",0.581819084708545,"ST","Generalist"
"Paracoccus",0,"ST","Specialist"
"Unclassified Desulfovibrionaceae",0.377472668524682,"ST","Intermediate"
"Carboxylicivirga",0.421727041264627,"ST","Intermediate"
"Unclassified Colwelliaceae",0.463492592360332,"ST","Generalist"
"Unclassified Burkholderiales",0.0567388809115493,"ST","Specialist"
"Thiotrichaceae bacterium (no genus in NCBI)",0.442091545708074,"ST","Intermediate"
"Unclassified Chroococcales",0.156453632258219,"ST","Intermediate"
"Unclassified Porticoccaceae",0.0339064738034172,"ST","Specialist"
"Unclassified Ignavibacteriota",0.341233044776572,"ST","Intermediate"
"Unclassified Cytophagales",0.468701615941676,"ST","Generalist"
"Kistimonas",0.689102812363765,"ST","Generalist"
"Kiloniellales bacterium (no genus in NCBI)",0.147130529030063,"ST","Intermediate"
"Unclassified Desulfobacteraceae",0.575771766754005,"ST","Generalist"
"Chloroflexales bacterium (no genus in NCBI)",0.0584520536710992,"ST","Specialist"
"Cytophagales bacterium (no genus in NCBI)",0.207155750848121,"ST","Intermediate"
"Unclassified Mycoplasmatota",0.029217439698005,"ST","Specialist"
"Alphaproteobacteria bacterium (no genus in NCBI)",0.380796219622391,"ST","Intermediate"
"Desulfobacterales bacterium (no genus in NCBI)",0.45500027791564,"ST","Intermediate"
"Ferrimonas",0.0233957755249441,"ST","Specialist"
"Gammaproteobacteria bacterium (no genus in NCBI)",0.497045096743251,"ST","Generalist"
"Unclassified Woeseiaceae",0.183669264344791,"ST","Intermediate"
"Unclassified Bacteroidales",0.325830915885422,"ST","Intermediate"
"Unclassified Deltaproteobacteria",0.375713521422919,"ST","Intermediate"
"Unclassified Alteromonadales",0.509781195296896,"ST","Generalist"
"Unclassified Verrucomicrobiota",0.456679264221867,"ST","Intermediate"
"Unclassified Cyanobacteriota",0.182389352085643,"ST","Intermediate"
"Nitrospira",0.0473712834140185,"ST","Specialist"
"Unclassified Alteromonadaceae",0.166991577862652,"ST","Intermediate"
"Unclassified Chlorobiaceae",0.0146697901566257,"ST","Specialist"
"Unclassified Rhodospirillaceae",0.505281681062739,"ST","Generalist"
"Woeseiaceae bacterium (no genus in NCBI)",0.1491459328921,"ST","Intermediate"
"Unclassified Rickettsiaceae",0.509620024301538,"ST","Generalist"
"Unclassified Cellvibrionaceae",0.176255759983705,"ST","Intermediate"
"Escherichia",0.333946166649333,"ST","Intermediate"
"Unclassified Betaproteobacteria",0.487272407743067,"ST","Generalist"
"Unclassified Chlamydiia",0.478414535733928,"ST","Generalist"
"Unclassified Prolixibacteraceae",0.00347318141924858,"ST","Specialist"
"Acinetobacter",0.276109864875977,"ST","Intermediate"
"Photobacterium",0.622106865380212,"ST","Generalist"
"Unclassified Thermoanaerobaculia",0.272977818523893,"ST","Intermediate"
"Hoeflea",0.202522892217712,"ST","Intermediate"
"Unclassified Saprospiraceae",0.129516883646351,"ST","Intermediate"
"Gemmatimonadota bacterium (no genus in NCBI)",0.227735214126918,"ST","Intermediate"
"Unclassified Enterobacterales",0.6500479930926,"ST","Generalist"
"Unclassified Rickettsiales",0.399441945293739,"ST","Intermediate"
"Unclassified Paracoccaceae",0.341112034858902,"ST","Intermediate"
"Unclassified Actinomycetota",0.591043601294941,"ST","Generalist"
"Unclassified Chromatiales",0.102428841839976,"ST","Specialist"
"Unclassified Gemmatimonadota",0.331812007556386,"ST","Intermediate"
"Candidatus Omnitrophota bacterium (no genus in NCBI)",0.3773955487664,"ST","Intermediate"
"Unclassified Saprospirales",0.197636298184269,"ST","Intermediate"
"Unclassified Thermodesulfobacteriota",0.604832583620688,"ST","Generalist"
"Unclassified Vibrionaceae",0.670085956900137,"ST","Generalist"
"Unclassified Oceanospirillaceae",0.34488691761734,"ST","Intermediate"
"Sessilibacter",0.594022617234659,"ST","Generalist"
"Acidimicrobiaceae bacterium (no genus in NCBI)",0.122052840796847,"ST","Intermediate"
"Unclassified Enterobacteriaceae",0.511745675665781,"ST","Generalist"
"Unclassified Cyanophyceae",0.55391141796638,"ST","Generalist"
"Unclassified Pseudomonadaceae",0.659700590048915,"ST","Generalist"
"Unclassified Phycisphaerae",0.436805559065144,"ST","Intermediate"
"Klebsiella",0.347564373845714,"ST","Intermediate"
"Unclassified Flavobacteriia",0.489571168230828,"ST","Generalist"
"Unclassified Campylobacterales",0.501681732516467,"ST","Generalist"
"Unclassified Marinilabiliales",0.234927815449191,"ST","Intermediate"
"Unclassified Marinifilaceae",0.345264896120039,"ST","Intermediate"
"Streptococcus",0.00758818618764665,"ST","Specialist"
"Unclassified Stappiaceae",0.187108645374061,"ST","Intermediate"
"Acidobacteriota bacterium (no genus in NCBI)",0.412123433445993,"ST","Intermediate"
"Unclassified Bacillota",0.378210935238719,"ST","Intermediate"
"Parendozoicomonas",0.704006475666501,"ST","Generalist"
"Unclassified Spirochaetia",0.363698789129444,"ST","Intermediate"
"Unclassified Chlorobiales",0.0478120251288802,"ST","Specialist"
"Unclassified Candidatus Poribacteria",0.326895058024275,"ST","Intermediate"
"Unclassified Desulfobulbaceae",0.0212041299888027,"ST","Specialist"
"Candidatus Poribacteria bacterium (no genus in NCBI)",0.0862184474731747,"ST","Specialist"
"Ruegeria",0.56234633646011,"ST","Generalist"
"Allomuricauda",0.513232531439154,"ST","Generalist"
"Unclassified Roseobacteraceae",0.523417541884412,"ST","Generalist"
"Unclassified Planctomycetota",0.346149080646877,"ST","Intermediate"
"Sansalvadorimonas",0.64158272890304,"ST","Generalist"
"Unclassified Chloroflexota",0.523789082508006,"ST","Generalist"
"Unclassified Spirochaetota",0.270513307835617,"ST","Intermediate"
"Unclassified Thiotrichaceae",0.391286275338948,"ST","Intermediate"
"Unclassified Flavobacteriales",0.552856175873431,"ST","Generalist"
"Chlorobiales bacterium (no genus in NCBI)",0.060097237822102,"ST","Specialist"
"Unclassified Bacteroidia",0.302222516810812,"ST","Intermediate"
"Marinifilum",0.607892221080655,"ST","Generalist"
"Unclassified Pseudomonadales",0.496128485470711,"ST","Generalist"
"Unclassified Pseudanabaenaceae",0.4195406265094,"ST","Intermediate"
"Unclassified Schleiferiaceae",0.621608876759194,"ST","Generalist"
"Pseudomonadota bacterium (no genus in NCBI)",0.458731035397912,"ST","Intermediate"
"Amphritea",0.29975039374147,"ST","Intermediate"
"Unclassified Desulfobacterales",0.64684939883816,"ST","Generalist"
"Unclassified Rhodospirillales",0.366697923255773,"ST","Intermediate"
"Chlamydia",0.356592877296341,"ST","Intermediate"
"Unclassified Arcobacteraceae",0.466441633931295,"ST","Generalist"
"Unclassified Rhodobacterales",0.520297126797443,"ST","Generalist"
"Vibrio",0.877406361895343,"ST","Generalist"
"Unclassified Acidobacteriota",0.388065406938711,"ST","Intermediate"
"Unclassified Candidatus Omnitrophota",0.428825340875656,"ST","Intermediate"
"Unclassified Flavobacteriaceae",0.54035706511521,"ST","Generalist"
"Unclassified Clostridia",0.655416667764071,"ST","Generalist"
"Unclassified Desulfovibrionales",0.566991336352002,"ST","Generalist"
"Enterobacter",0.368814297891477,"ST","Intermediate"
"Unclassified Bacteroidota",0.485795518955977,"ST","Generalist"
"Desulfovibrionales bacterium (no genus in NCBI)",0.513396990229047,"ST","Generalist"
"Unclassified Endozoicomonadaceae",0.650094461872688,"ST","Generalist"
"Endozoicomonas",0.685417845693204,"ST","Generalist"
"Prolixibacteraceae bacterium (no genus in NCBI)",0.00124854232290648,"ST","Specialist"
"Unclassified Cohaesibacteraceae",0.567300155204823,"ST","Generalist"
"Phycisphaerales bacterium (no genus in NCBI)",0.564650571363667,"ST","Generalist"
"Unclassified Hyphomicrobiales",0.574537160581797,"ST","Generalist"
"Unclassified Phycisphaerales",0.640883151723406,"ST","Generalist"
"Unclassified Alphaproteobacteria",0.621746651956042,"ST","Generalist"
"Lutimaribacter",0.604312734303572,"ST","Generalist"
"Spirochaetales bacterium (no genus in NCBI)",0.531789830763073,"ST","Generalist"
"Cohaesibacter",0.445769111843698,"ST","Intermediate"
"Unclassified Spirochaetales",0.565236034378926,"ST","Generalist"
"Unclassified Pseudomonadota",0.889646692356391,"ST","Generalist"
"Unclassified Oceanospirillales",0.620072909605317,"ST","Generalist"
"Unclassified Gammaproteobacteria",0.647907784285113,"ST","Generalist"
"Unclassified Bacteria",0.638395270518416,"ST","Generalist"
