"KO","IT-H1","IT-H2","IT-H3","IT-H4","IT-H5","IT-H6"
"K01634",0,0,0,0.000188762348203612,0,0
"K01637",0.000251683130938149,0,0,0,0,0
"K01641",0,0,0,0,6.29207827345372e-05,6.29207827345372e-05
"K01643",0,0,0,0,0,0.000125841565469074
"K01644",0.000125841565469074,0,0,0.000125841565469074,0.000251683130938149,0.000188762348203612
"K01647",6.29207827345372e-05,0,0,0,0.000314603913672686,0
"K01649",0.00044044547914176,0.000314603913672686,0.000125841565469074,0.000314603913672686,0.000125841565469074,0.000251683130938149
"K01652",0,0,0,0,0,0.000125841565469074
"K01653",6.29207827345372e-05,0,0,0,0,6.29207827345372e-05
"K01654",0.000125841565469074,0,0,0,0,0
"K01657",0.00044044547914176,0.000251683130938149,0,0,0,0.000251683130938149
"K01658",6.29207827345372e-05,0,0,6.29207827345372e-05,0,0.000125841565469074
"K01659",0,0,0,0,0,6.29207827345372e-05
"K01661",0,0,0.000125841565469074,0,0,0
"K01662",0,0,0,6.29207827345372e-05,0,6.29207827345372e-05
"K01665",6.29207827345372e-05,0,0,0,0,0
"K01667",0,0,0,0.000125841565469074,0,0
"K01669",0,0.000188762348203612,0.000251683130938149,6.29207827345372e-05,0,0.000251683130938149
"K01676",0.000503366261876298,0,0,0.000125841565469074,0,0
"K01677",0,0,0,0,6.29207827345372e-05,0
"K01679",0,0.000125841565469074,0,0,0.000125841565469074,0
"K01681",0.000251683130938149,6.29207827345372e-05,0,0,6.29207827345372e-05,0.000314603913672686
"K01682",0,0,0.000125841565469074,0.000125841565469074,0,0.000125841565469074
"K01687",0,0,0,0,0,0.000251683130938149
"K01689",0.000314603913672686,0.000188762348203612,0,0.000125841565469074,0,0.000125841565469074
"K01692",0,0.000125841565469074,6.29207827345372e-05,0,6.29207827345372e-05,0.000125841565469074
"K01695",0.000377524696407223,0,0,0,0,6.29207827345372e-05
"K01696",0,6.29207827345372e-05,0,0,0,6.29207827345372e-05
"K01697",0,0.00132133643742528,0.000566287044610835,0.00358648461586862,0.000251683130938149,0.000566287044610835
"K01698",0.000125841565469074,0.000251683130938149,0,6.29207827345372e-05,0.000314603913672686,0.000125841565469074
"K01703",0.000314603913672686,0,0,0,0,0.000125841565469074
"K01704",6.29207827345372e-05,0,0,0,0,0.000125841565469074
"K01709",0,0,0.000251683130938149,0,0,0
"K01710",6.29207827345372e-05,0,0,6.29207827345372e-05,0,0.000314603913672686
"K01711",0,0,0,0.000251683130938149,0,0
"K01712",0,6.29207827345372e-05,0,0,0,0
"K01714",0.000125841565469074,0,0.000314603913672686,0,0.000251683130938149,0
"K01715",0.000251683130938149,0,0,0,0,0
"K01716",0,0,0,0.000125841565469074,0,0
"K01729",6.29207827345372e-05,0,6.29207827345372e-05,0,6.29207827345372e-05,0.000251683130938149
"K01733",0,0,0,6.29207827345372e-05,0.000125841565469074,6.29207827345372e-05
"K01735",6.29207827345372e-05,0,0,0.000251683130938149,0,0
"K01736",0,0,0,0,0,0.000125841565469074
"K01738",0.000125841565469074,0,0,0,0,0
"K01740",0,0,0,0,0,0.000503366261876298
"K01744",0,0,0,0,6.29207827345372e-05,0.000188762348203612
"K01745",0,0,0,0,0.000188762348203612,0.000188762348203612
"K01749",0,0,0,0,0,0.000125841565469074
"K01750",0,0,0.000125841565469074,0,6.29207827345372e-05,0.000251683130938149
"K01751",6.29207827345372e-05,0,0,0,0,0
"K01752",0,0,0.000314603913672686,6.29207827345372e-05,0.000188762348203612,0.000251683130938149
"K01754",0,0,0,0,0,6.29207827345372e-05
"K01755",0,0,0.000188762348203612,0,0,0
"K01756",0.000125841565469074,0.000125841565469074,6.29207827345372e-05,0,0,0.000503366261876298
"K01758",0,0,6.29207827345372e-05,0,6.29207827345372e-05,0
"K01759",0,0,0,0,0,0.000377524696407223
"K01760",0,0,0,0,0,6.29207827345372e-05
"K01761",0,0,6.29207827345372e-05,0,0.000503366261876298,0
"K01768",0,0,0,0,0.000251683130938149,0.00132133643742528
"K01770",6.29207827345372e-05,0,0,0,0.000503366261876298,0
"K01772",0.000880890958283521,0.000629207827345372,0,0.000188762348203612,0,0.000188762348203612
"K01775",0.000125841565469074,0,0,0.000188762348203612,0,0.000188762348203612
"K01778",0,0.000125841565469074,0,0,0,0.000314603913672686
"K01779",0.00044044547914176,0,0,0.000188762348203612,0,0.00044044547914176
"K01782",0.000125841565469074,0.000125841565469074,0,0,0,0
"K01783",0,0,0,0,0,0.000188762348203612
"K01784",0.000251683130938149,0.000377524696407223,0.000314603913672686,0.000251683130938149,0.000188762348203612,0.000755049392814447
"K01785",0,0,0,0,0,0.000125841565469074
"K01791",0.000314603913672686,0.000251683130938149,6.29207827345372e-05,0,0.000251683130938149,0.000125841565469074
"K01796",0,0,0,0,6.29207827345372e-05,0
"K01802",0.000125841565469074,0,0,0,0,0.000188762348203612
"K01803",0.000377524696407223,0.000377524696407223,0,0,0,0
"K01809",0,0,0,0,0,0.000125841565469074
"K01810",0.000188762348203612,0,0,0,0,0
"K01814",0,0,0,6.29207827345372e-05,0,0.000188762348203612
"K01817",0.000755049392814447,0.000188762348203612,6.29207827345372e-05,0,0.000251683130938149,0
"K01826",0,0,0,0,0.000125841565469074,0.000314603913672686
"K01835",0.000125841565469074,0.000188762348203612,0,0,0,0
"K01839",0,0,0,0,0.000125841565469074,0
"K01840",0.000125841565469074,0,6.29207827345372e-05,0.000251683130938149,6.29207827345372e-05,0
"K01841",0,0,0.000188762348203612,0,0,0
"K01844",0,0,0,0,0,0.000251683130938149
"K01845",0.000188762348203612,0,0.000125841565469074,0,0.000125841565469074,0.000188762348203612
"K01847",0.000125841565469074,0,0,0,0,0.000251683130938149
"K01858",0,0.00044044547914176,0,0.000755049392814447,6.29207827345372e-05,6.29207827345372e-05
"K01866",0.000125841565469074,6.29207827345372e-05,0,6.29207827345372e-05,0,0
"K01867",0.000125841565469074,0,0,0,0,6.29207827345372e-05
"K01868",0.000629207827345372,6.29207827345372e-05,0.000251683130938149,0,0,0.000566287044610835
"K01869",0.000503366261876298,0,0,0,0.000125841565469074,0
"K01870",0.000251683130938149,6.29207827345372e-05,0,0,0.000125841565469074,0.000251683130938149
"K01872",6.29207827345372e-05,0.000251683130938149,0,0.000251683130938149,0,0.000503366261876298
"K01873",6.29207827345372e-05,0,0,0,0.000188762348203612,0.000503366261876298
"K01874",0.000755049392814447,0.000314603913672686,0,0.000251683130938149,0,0
"K01875",6.29207827345372e-05,0.000314603913672686,6.29207827345372e-05,0,0.000251683130938149,0
"K01876",6.29207827345372e-05,0,0.000188762348203612,0,0.000125841565469074,0.000377524696407223
"K01878",0.000377524696407223,0,0,0,0,0.000188762348203612
"K01879",0.000755049392814447,0,0.000377524696407223,0,0,6.29207827345372e-05
"K01880",0,0,0,0,0,0.000629207827345372
"K01881",0.000943811741018058,0,0.000125841565469074,6.29207827345372e-05,0,0.000314603913672686
"K01883",0.000125841565469074,6.29207827345372e-05,0,0.000125841565469074,0,0
"K01885",0.000188762348203612,6.29207827345372e-05,6.29207827345372e-05,0,0,0.000314603913672686
"K01886",0,0,6.29207827345372e-05,6.29207827345372e-05,0,0
"K01887",0,0.000188762348203612,0,0,0,0.000503366261876298
"K01889",6.29207827345372e-05,0.000125841565469074,0,0,0.000188762348203612,0.000251683130938149
"K01890",0.00044044547914176,0,0,0.000251683130938149,0.000188762348203612,0.000125841565469074
"K01892",0,0,0,0,0,0.000188762348203612
"K01893",0.000251683130938149,0,0,0,0,0
"K01895",0,6.29207827345372e-05,0.000125841565469074,0.000188762348203612,0.000251683130938149,0.000251683130938149
"K01897",0.000188762348203612,0.000314603913672686,0.000314603913672686,0.000188762348203612,0.000314603913672686,0.000377524696407223
"K01902",0.000125841565469074,0,6.29207827345372e-05,6.29207827345372e-05,0,0
"K01905",0,6.29207827345372e-05,0,0,0,0
"K01907",0,0.000251683130938149,0,0,0,0
"K01908",0,0,0,0,0.000125841565469074,0
"K01909",0,0,0,0,0,6.29207827345372e-05
"K01911",0.000755049392814447,0.000251683130938149,0,0,0,0
"K01912",0,0,0.000251683130938149,0,0,0.000503366261876298
"K01915",0.000188762348203612,0.000125841565469074,0.000377524696407223,6.29207827345372e-05,0.000188762348203612,0.000314603913672686
"K01916",0.000125841565469074,0,0,6.29207827345372e-05,0,6.29207827345372e-05
"K01918",0,0,0,0.000188762348203612,0,0.000125841565469074
"K01919",0.000125841565469074,0,0,0,0,0
"K01920",0,0,0.000125841565469074,0.000188762348203612,0,0
"K01923",0.000125841565469074,0,0,0,0.000188762348203612,0
"K01924",0,6.29207827345372e-05,0,0.000125841565469074,0,0
"K01925",0,0,0,0,0.000125841565469074,0.000314603913672686
"K01926",0,6.29207827345372e-05,0,6.29207827345372e-05,0.000188762348203612,0
"K01928",0,6.29207827345372e-05,0.000880890958283521,0.000377524696407223,0.000125841565469074,0.000692128610079909
"K01929",0,0,0,0,0,0.000188762348203612
"K01932",0,0,0,0,0,0.000188762348203612
"K01933",6.29207827345372e-05,0,0,0.000125841565469074,0,6.29207827345372e-05
"K01934",0,0,0,0,0,0.000314603913672686
"K01937",0,6.29207827345372e-05,0.000251683130938149,0,0.00044044547914176,6.29207827345372e-05
"K01938",0.000125841565469074,0,0,0,0,0
"K01939",0.000314603913672686,0,0,0,0,0.000125841565469074
"K01940",0.000188762348203612,0,0,0,6.29207827345372e-05,0.000125841565469074
"K01941",0,0.000188762348203612,0,0,0,0
"K01945",0,0,0.000251683130938149,0,0,0.000125841565469074
"K01951",0.000314603913672686,0,6.29207827345372e-05,0.000251683130938149,0,0.000377524696407223
"K01952",0,0,0.000125841565469074,6.29207827345372e-05,0,0.000566287044610835
"K01953",0.000125841565469074,0.000125841565469074,0.000314603913672686,0,6.29207827345372e-05,0
"K01955",0.000314603913672686,0.000629207827345372,0,0.000188762348203612,0.000314603913672686,0.000503366261876298
"K01956",0,0,0,6.29207827345372e-05,0,0.000251683130938149
"K01961",6.29207827345372e-05,0,6.29207827345372e-05,0,0.000188762348203612,0.000188762348203612
"K01962",0,0.000503366261876298,0,0,6.29207827345372e-05,6.29207827345372e-05
"K01963",0.000314603913672686,0,0,0,0,0
"K01966",0.000125841565469074,0.000880890958283521,6.29207827345372e-05,0.000251683130938149,0.000503366261876298,0.000125841565469074
"K01972",0,0,0,0,0.000125841565469074,6.29207827345372e-05
"K01990",0.000251683130938149,6.29207827345372e-05,0,6.29207827345372e-05,0.000817970175548984,0.000503366261876298
"K01991",0,0,0,0,6.29207827345372e-05,0
"K01992",0.000125841565469074,6.29207827345372e-05,0,0,0.00044044547914176,0.000314603913672686
"K01993",0,0,0,0,0.000125841565469074,0
"K01995",0,0,0,0.000125841565469074,0,0.000188762348203612
"K01996",0,0,0,0,0,6.29207827345372e-05
"K01997",0,0.000314603913672686,0,0.000692128610079909,0,0
"K01998",0.000125841565469074,0,0,0.000251683130938149,0.000692128610079909,0.00044044547914176
"K01999",0.000503366261876298,0.000125841565469074,0,6.29207827345372e-05,0,0.000629207827345372
"K02000",0,0,0,6.29207827345372e-05,0,0
"K02002",0,0,0.000125841565469074,0.000188762348203612,0,0
"K02003",0.000251683130938149,0,0,0.000125841565469074,0,0.000125841565469074
"K02004",0.000377524696407223,0.000566287044610835,6.29207827345372e-05,6.29207827345372e-05,0.000125841565469074,0.000817970175548984
"K02005",0,0,0.000125841565469074,0.000188762348203612,0.000125841565469074,0.000755049392814447
"K02006",0.00044044547914176,0,0,0,0,0
"K02007",0.000188762348203612,0,0,0,0,0.000251683130938149
"K02008",0.000251683130938149,0,0,0,0,0.000314603913672686
"K02009",0.000377524696407223,0,0,0,0,6.29207827345372e-05
"K02010",0,0,0,0,0,0.000377524696407223
"K02011",6.29207827345372e-05,0,0,0.000125841565469074,0,0.000314603913672686
"K02012",0.000125841565469074,0,0,6.29207827345372e-05,0,0.000251683130938149
"K02013",0,0,0,0.000125841565469074,0,0.000125841565469074
"K02014",0.00283143522305417,0.00044044547914176,0,0.000629207827345372,0.000314603913672686,0.00151009878562889
"K02015",6.29207827345372e-05,0,0,0,6.29207827345372e-05,0.000251683130938149
"K02016",0.000125841565469074,0,0.000188762348203612,0,0.000629207827345372,0.000125841565469074
"K02017",6.29207827345372e-05,0,0,0,0,0
"K02018",0,0.000125841565469074,0,0,0,0
"K02019",0,0,0,6.29207827345372e-05,0,0
"K02020",0.000125841565469074,0,0,0,6.29207827345372e-05,0
"K02022",0,6.29207827345372e-05,0.000251683130938149,6.29207827345372e-05,0,0
"K02024",0,0,0,0,6.29207827345372e-05,0
"K02025",0,0,0,6.29207827345372e-05,0,0.000125841565469074
"K02026",0,0,0,6.29207827345372e-05,0,0
"K02027",0,0,0,0.000251683130938149,0.000314603913672686,0.000188762348203612
"K02028",0,0,0,0,0,0.000314603913672686
"K02029",6.29207827345372e-05,0.000188762348203612,0,0,6.29207827345372e-05,0
"K02030",0.00226514817844334,0,0.00044044547914176,0.000503366261876298,0.000629207827345372,0.00106965330648713
"K02031",0.000314603913672686,0.000251683130938149,0.000503366261876298,6.29207827345372e-05,0,6.29207827345372e-05
"K02032",0.00044044547914176,0.000188762348203612,0.000377524696407223,6.29207827345372e-05,6.29207827345372e-05,6.29207827345372e-05
"K02033",0.000125841565469074,0.000188762348203612,6.29207827345372e-05,0,0,0
"K02034",6.29207827345372e-05,0.000251683130938149,0,0.000188762348203612,0,6.29207827345372e-05
"K02035",0.000629207827345372,0,0,0.000755049392814447,0.000377524696407223,0.000377524696407223
"K02036",0.000125841565469074,0.000125841565469074,0,0,0.000314603913672686,0.000314603913672686
"K02037",0,0,0,0.000188762348203612,0,0.000188762348203612
"K02038",0,6.29207827345372e-05,0,0,6.29207827345372e-05,6.29207827345372e-05
"K02039",0.000566287044610835,0,0,0,0,0
"K02040",0.000125841565469074,0,0,6.29207827345372e-05,0.000314603913672686,0.000188762348203612
"K02041",0,0,0,0,0,0.000188762348203612
"K02042",0.000251683130938149,0,0,0,0,6.29207827345372e-05
"K02044",0.000251683130938149,0,0,0,0,6.29207827345372e-05
"K02049",0,0,0,0,0,0.000125841565469074
"K02051",0,0,0,6.29207827345372e-05,0,0.000692128610079909
"K02053",0,0,0,0,0,0.000125841565469074
"K02056",0,0,0,0.000314603913672686,0,0
"K02065",0,0,0,0,0.000188762348203612,0
"K02066",0,0,0,0,0,6.29207827345372e-05
"K02067",0,0,0.000188762348203612,0,0.000125841565469074,0
"K02069",0,0,0,0,0,6.29207827345372e-05
"K02072",0,0,0,0,0.000251683130938149,0
"K02073",0,0,0,6.29207827345372e-05,0,0.000125841565469074
"K02078",0,0,0,0,6.29207827345372e-05,0
"K02100",6.29207827345372e-05,0,0,0,0,0
"K02108",0.000125841565469074,0,0,0,0,0
"K02109",0,0,0,0.000125841565469074,0,0
"K02110",0.000377524696407223,0,0,0.000125841565469074,0,0
"K02111",0.000125841565469074,0.000125841565469074,0,0.000125841565469074,6.29207827345372e-05,0
"K02112",6.29207827345372e-05,0.000188762348203612,0.000251683130938149,0,0.000377524696407223,0.000629207827345372
"K02113",0,0,0,0.00044044547914176,0,0
"K02114",0,0,0,0,0,6.29207827345372e-05
"K02115",0.000377524696407223,0,0,6.29207827345372e-05,6.29207827345372e-05,6.29207827345372e-05
"K02117",0,0,0,0,6.29207827345372e-05,6.29207827345372e-05
"K02119",0,0.000188762348203612,0,0,0,0
"K02160",6.29207827345372e-05,0,0,0,0,0
"K02168",0,6.29207827345372e-05,0,0,6.29207827345372e-05,0
"K02169",0,6.29207827345372e-05,0,6.29207827345372e-05,0,0
"K02170",0.000188762348203612,0,0,0,0,0
"K02182",0.000692128610079909,0,0.000125841565469074,0,0.000377524696407223,0
"K02188",0.000125841565469074,0,6.29207827345372e-05,0,0,0.000125841565469074
"K02189",0.000377524696407223,0,0,0,0,0
"K02190",6.29207827345372e-05,0,0,0,0,0.000125841565469074
"K02193",0.000188762348203612,0.000188762348203612,0,0,0,0
"K02198",0.000125841565469074,0,0.000125841565469074,0,0,0
"K02199",0,0.000188762348203612,0,0,0,0
"K02204",0.000188762348203612,0,0,0,0,0.000251683130938149
"K02217",0.00044044547914176,0,0,0.000251683130938149,0,0
"K02224",0,0,0,0.000125841565469074,0.000188762348203612,0.000125841565469074
"K02226",0,0,0,0,6.29207827345372e-05,0
"K02227",0,0,0,0,6.29207827345372e-05,6.29207827345372e-05
"K02228",0.000188762348203612,0,0,0,6.29207827345372e-05,0.000251683130938149
"K02230",6.29207827345372e-05,0,0.000125841565469074,0.000125841565469074,0,0
"K02231",0,0,0.000125841565469074,0,0,6.29207827345372e-05
"K02232",0,0,6.29207827345372e-05,0.000125841565469074,0,0.000125841565469074
"K02233",0,0,0,0,0,0.000125841565469074
"K02234",0,0,0.000125841565469074,0,0,0
"K02237",0,0,0,6.29207827345372e-05,0,0
"K02238",0.000188762348203612,0,0,0,0,0.000377524696407223
"K02257",0,0,0,0.000125841565469074,0,0.000125841565469074
"K02259",0,0,0,0,6.29207827345372e-05,0
"K02274",0.000125841565469074,0,6.29207827345372e-05,0,0,0.000125841565469074
"K02276",0,0,0.000125841565469074,0.000125841565469074,0,0
"K02279",6.29207827345372e-05,0,0,0,0,0
"K02280",6.29207827345372e-05,0,0,0,0,6.29207827345372e-05
"K02282",0.000503366261876298,0,0,0,0,6.29207827345372e-05
"K02283",0.000125841565469074,0,0,0,0,0.000125841565469074
"K02302",0,0,0,0.000125841565469074,0,0.000188762348203612
"K02303",0,0,0,0,0,0.000125841565469074
"K02304",0,0,0,0,0,0.000314603913672686
"K02313",0.000125841565469074,0,0,0,0,6.29207827345372e-05
"K02314",0,6.29207827345372e-05,0.000566287044610835,0.000125841565469074,0,0.00044044547914176
"K02316",0.000251683130938149,0.000125841565469074,0,6.29207827345372e-05,0.000188762348203612,0
"K02332",0.000125841565469074,0.000314603913672686,0.000755049392814447,0,0.000125841565469074,0.000125841565469074
"K02334",0,0,0,0.00113257408922167,0,0
"K02335",0.000377524696407223,0,0,0,0,0.000817970175548984
"K02337",0.000314603913672686,6.29207827345372e-05,0.000692128610079909,0.000188762348203612,6.29207827345372e-05,0.000566287044610835
"K02338",0.000377524696407223,0,0,0,0,0.000377524696407223
"K02339",6.29207827345372e-05,0,0,0,0,0
"K02340",0.000188762348203612,0,0,0,0,0
"K02342",0.000629207827345372,6.29207827345372e-05,0.000125841565469074,0,0,0.000251683130938149
"K02343",0,0,0,0,0,0.000880890958283521
"K02346",0,0,6.29207827345372e-05,0,6.29207827345372e-05,0.000251683130938149
"K02355",0.00182470269930158,0.000251683130938149,0.000188762348203612,6.29207827345372e-05,6.29207827345372e-05,0.000251683130938149
"K02357",0,0,0.000188762348203612,0,0,0
"K02358",0.000755049392814447,0.000251683130938149,0,6.29207827345372e-05,0.000125841565469074,0.00125841565469074
"K02364",0,0,0,0,0,6.29207827345372e-05
"K02371",0,0,0,0,0,0.000125841565469074
"K02372",0,0,0,0,0,0.000188762348203612
"K02379",0,0,0.000125841565469074,0,0,0
"K02389",6.29207827345372e-05,0,0,0,0,0
"K02390",0,0,0,0.000125841565469074,0,0
"K02392",0,0,0,0.000314603913672686,0,0
"K02393",0.000251683130938149,0,0,0,0,0.000188762348203612
"K02395",0,0,0,0,6.29207827345372e-05,0.000125841565469074
"K02396",0.000188762348203612,0,0,0,0,0.000188762348203612
"K02397",6.29207827345372e-05,0,0,0,0,0
"K02400",0.000188762348203612,0,0,0.000125841565469074,0,0.000503366261876298
"K02401",0,0,0,0,0,0.000188762348203612
"K02404",6.29207827345372e-05,0,0,0,0,0.000503366261876298
"K02405",0,0.000251683130938149,0,0,0,0
"K02406",0.000503366261876298,0.000377524696407223,0,0,0.000755049392814447,0.000125841565469074
"K02407",0.000125841565469074,0,0,0,0,0
"K02408",0.000251683130938149,0,0,0,0,0
"K02409",0.000125841565469074,0,0,0,0,0.000125841565469074
"K02410",0,0,0,0,0,0.000251683130938149
"K02412",0,0,0.000125841565469074,0,0.000314603913672686,0.000125841565469074
"K02417",0,0,0,6.29207827345372e-05,0,0
"K02419",0,0,0,0,0,0.000125841565469074
"K02426",0,0,0,0,0,6.29207827345372e-05
"K02428",0,0,0,0,0.000251683130938149,0.000188762348203612
"K02429",0,0,0,0,0,0.000125841565469074
"K02433",0,0.000125841565469074,0,0,0.000125841565469074,0.000125841565469074
"K02434",6.29207827345372e-05,0,6.29207827345372e-05,0.000188762348203612,0,0.000314603913672686
"K02435",0,0,0,0,0,6.29207827345372e-05
"K02437",0,0,0,0,0.000314603913672686,0.000125841565469074
"K02441",0,0.000377524696407223,0,0,0,0
"K02444",0.000377524696407223,0,0,0,0,0
"K02446",0,0,0.000880890958283521,0,0,0
"K02451",0,0,0,0,0,0.000125841565469074
"K02453",6.29207827345372e-05,6.29207827345372e-05,0,0,0,0.000314603913672686
"K02454",0.000188762348203612,6.29207827345372e-05,0,0.000377524696407223,0.000125841565469074,0.000692128610079909
"K02455",0,0,0.000125841565469074,0,0,0.000314603913672686
"K02456",0.000125841565469074,0,0,0,0,0.000377524696407223
"K02457",0.000188762348203612,0,0,0.000188762348203612,0,0
"K02459",6.29207827345372e-05,0,0,0,0,0
"K02461",0,0,0,0,0.000125841565469074,0
"K02469",0,0,0,0.000125841565469074,6.29207827345372e-05,0.00106965330648713
"K02470",0,0,0,6.29207827345372e-05,0,0.000566287044610835
"K02474",0,0.000125841565469074,0,0,0,0
"K02475",0,0,0,0,0,6.29207827345372e-05
"K02476",6.29207827345372e-05,0,0,0,0,0
"K02477",6.29207827345372e-05,0,0,6.29207827345372e-05,0,0.000755049392814447
"K02478",0,0,0,0.000125841565469074,0,6.29207827345372e-05
"K02481",0,0.000125841565469074,0,6.29207827345372e-05,0.000251683130938149,0.000692128610079909
"K02482",0,0,0,0.000188762348203612,0,0.000377524696407223
"K02483",0.000377524696407223,0,0,0.000125841565469074,0,0.000755049392814447
"K02484",0.000251683130938149,0,0,0.000125841565469074,0,0.000377524696407223
"K02485",0.000125841565469074,0,0,0,0,0
"K02486",0.000314603913672686,0,0,0.000377524696407223,0,0.000377524696407223
"K02487",0,0,0.000188762348203612,0,0,0.000188762348203612
"K02488",0.00144717800289436,0,0,0,0,0.000817970175548984
"K02491",0,0.000188762348203612,0,0,0,0
"K02492",0.00044044547914176,0,6.29207827345372e-05,0,0,6.29207827345372e-05
"K02495",0.000125841565469074,0,0,6.29207827345372e-05,0.000377524696407223,6.29207827345372e-05
"K02496",0,0.000125841565469074,0,0,0,0
"K02498",0,0.000251683130938149,0,0,0,0
"K02500",0.000125841565469074,6.29207827345372e-05,0,0.000125841565469074,0,0.000188762348203612
"K02501",0,0,0,0,0,0.000188762348203612
"K02517",0,0,0.000188762348203612,0,0,0
"K02518",6.29207827345372e-05,0,0,0,0.000880890958283521,0
"K02519",0.000125841565469074,0,0,0.00044044547914176,0,0.000817970175548984
"K02520",0.000125841565469074,0,0,0,0.000125841565469074,0.000125841565469074
"K02523",0,0,0,0.000188762348203612,0,0.000125841565469074
"K02527",0,0,0,0.000125841565469074,0,0
"K02528",0.000314603913672686,0,0,0,0.000125841565469074,6.29207827345372e-05
"K02529",0,0,0.000377524696407223,0,0,6.29207827345372e-05
"K02532",0,0,6.29207827345372e-05,0,0,0
"K02535",0.000188762348203612,6.29207827345372e-05,0,0,0.000125841565469074,0
"K02536",0.000125841565469074,0,0.000314603913672686,0,0,0
"K02548",0,0,0,0,0,6.29207827345372e-05
"K02549",0.000125841565469074,0,0.000125841565469074,0,0,0
"K02551",0.000188762348203612,0,0,0,6.29207827345372e-05,0
"K02552",0.000125841565469074,0,0,0,0,0
"K02553",0.000251683130938149,0,0,0,0,0
"K02554",0,0,0,0,0.000125841565469074,0
"K02556",0,0,0,0,0.000188762348203612,0.000125841565469074
"K02557",6.29207827345372e-05,0,6.29207827345372e-05,0.000314603913672686,0,6.29207827345372e-05
"K02558",0,0.000125841565469074,0,0,0,0
"K02563",0,0,0.000125841565469074,0,0,0.000377524696407223
"K02564",0,0,0,6.29207827345372e-05,6.29207827345372e-05,6.29207827345372e-05
"K02565",0,0,0.000188762348203612,0,0,0
"K02566",0.00044044547914176,0,0,0,0,0.000377524696407223
"K02567",0.000188762348203612,0,0,0,6.29207827345372e-05,0.000314603913672686
"K02570",6.29207827345372e-05,0,0,0,0,0
"K02572",0,0,0,0,0,0.000125841565469074
"K02573",0,0,0,6.29207827345372e-05,0,0
"K02584",0.000629207827345372,0,0,0,0,0.000188762348203612
"K02585",0.000125841565469074,0,0,0,0,6.29207827345372e-05
"K02586",0,0,0,0,0,0.000251683130938149
"K02587",0,0,0,0,0,0.000314603913672686
"K02588",0,0,0,0,0,0.000188762348203612
"K02589",0,0,0,6.29207827345372e-05,0,0
"K02591",0.000188762348203612,0,0,0.000125841565469074,0,0
"K02592",0.000377524696407223,0,0,0,0,0
"K02594",0,0,0,0,0,0.000377524696407223
"K02596",0.00044044547914176,0,0,0,0,0
"K02600",0.000188762348203612,0,0,0,0.000629207827345372,6.29207827345372e-05
"K02601",0.000251683130938149,0,0,0,6.29207827345372e-05,0.000251683130938149
"K02616",0,0.000125841565469074,0,0,0,0
"K02617",0,0,0,0,0,0.000125841565469074
"K02619",6.29207827345372e-05,0,0,0.000377524696407223,0,0
"K02621",0,0.000251683130938149,0.000251683130938149,0,0,0
"K02622",0,0.000251683130938149,0,0,0,0
"K02636",6.29207827345372e-05,0,0,0,0.000188762348203612,0
"K02650",0,0,0.000251683130938149,0,0,0
"K02652",0.000251683130938149,0.000125841565469074,0,0,0,0.000817970175548984
"K02653",0,6.29207827345372e-05,0,0.000251683130938149,0,6.29207827345372e-05
"K02660",0,0,0.000251683130938149,0,0,0
"K02662",0,0.000377524696407223,0,0,0,0
"K02663",0,0.000188762348203612,0,0,0,0
"K02666",6.29207827345372e-05,0,0,0,0,0
"K02667",6.29207827345372e-05,0,0,0,0,6.29207827345372e-05
"K02668",0,0,0,0.000251683130938149,0,0
"K02669",0,0.000125841565469074,0,0,0,0.000314603913672686
"K02670",0,0,0,0,0.000125841565469074,0
"K02671",0.000125841565469074,6.29207827345372e-05,0.000125841565469074,0,0,0
"K02672",0,0,0.000125841565469074,0,0,0
"K02673",0,0,6.29207827345372e-05,0,0,0
"K02674",0.000314603913672686,0,0.000125841565469074,0,0.000188762348203612,0
"K02687",0,0,0,0,0.000125841565469074,0.000377524696407223
"K02688",6.29207827345372e-05,0,0,0,0,0
"K02690",0,0,0,0,6.29207827345372e-05,0
"K02703",6.29207827345372e-05,0,0,0,0,0
"K02705",0,0,0,0,0.000251683130938149,0
"K02742",0,0,0,0,0,6.29207827345372e-05
"K02760",6.29207827345372e-05,0,0,0,0,0
"K02768",0.000125841565469074,0,0,6.29207827345372e-05,6.29207827345372e-05,0
"K02769",0,0,0.000125841565469074,0,6.29207827345372e-05,0
"K02770",0,0,0,0,6.29207827345372e-05,0
"K02779",6.29207827345372e-05,0,0,0,0,0
"K02819",6.29207827345372e-05,0,0,0,0,0
"K02821",0,0,0,0,6.29207827345372e-05,0
"K02823",0,0,0,6.29207827345372e-05,0,0
"K02824",0,0,0,0.000503366261876298,0,0
"K02834",0,0,0,0,0,0.000125841565469074
"K02835",0,0,0,0,0,0.000188762348203612
"K02836",0.000188762348203612,0,0,0.000125841565469074,0,0.000377524696407223
"K02837",0.000125841565469074,0,0,0,0,6.29207827345372e-05
"K02838",0,0,0.000251683130938149,0,0,0.000314603913672686
"K02841",0.000817970175548984,0,0,0,0,0.000125841565469074
"K02843",0,0,6.29207827345372e-05,0,0,0.000125841565469074
"K02844",0.000251683130938149,0,0,0,0,6.29207827345372e-05
"K02848",6.29207827345372e-05,0,0,0,0,0
"K02851",0.000817970175548984,0,0,0,0,0
"K02860",0,0,0,0,0.000125841565469074,0
"K02863",0,0,0,0,0,6.29207827345372e-05
