"","Bn","P.val","P.adj","Below.LOQ","Taxon","class"
"Unclassified Desulfarculia",0.0268123138033764,2.38761321838764e-14,5.94308072837792e-14,"Y","Unclassified Desulfarculia","Specialist"
"Unclassified Desulfobacteraceae",0.101015220272423,7.5921557294012e-12,1.14949002448455e-11,"Y","Unclassified Desulfobacteraceae","Generalist"
"Unclassified Desulfobacterales",0.711730366650736,0.680516809843715,0.686512552661721,"N","Unclassified Desulfobacterales","Intermediate"
"Unclassified Desulfobacteria",0.0298066868103698,3.04788799154735e-14,7.11144700394898e-14,"Y","Unclassified Desulfobacteria","Specialist"
"Unclassified Desulfobulbaceae",0.475366972176811,0.00370787496065261,0.00384644786405186,"N","Unclassified Desulfobulbaceae","Generalist"
"Unclassified Desulfobulbales",0.0529994641671798,1.95381636554314e-13,3.48783590296397e-13,"Y","Unclassified Desulfobulbales","Generalist"
"Unclassified Desulfobulbia",0.0989910008181074,6.53973087873747e-12,9.93431755377035e-12,"Y","Unclassified Desulfobulbia","Generalist"
"Unclassified Desulfocapsaceae",0.0227340003552188,1.70946680342487e-14,5.15089339453021e-14,"Y","Unclassified Desulfocapsaceae","Specialist"
"Unclassified Desulfomonilales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Desulfomonilales","Specialist"
"Unclassified Desulforegulaceae",0.0362143891839691,5.12242627798876e-14,1.0520498813089e-13,"Y","Unclassified Desulforegulaceae","Specialist"
"Unclassified Desulfosarcinaceae",0.0390828556539865,6.45329192343344e-14,1.29916822019012e-13,"Y","Unclassified Desulfosarcinaceae","Specialist"
"Unclassified Desulfovibrionaceae",0.448233438269847,0.0014332475953527,0.0014969838054083,"Y","Unclassified Desulfovibrionaceae","Generalist"
"Unclassified Desulfovibrionales",0.748188107427137,0.977939815347906,0.977939815347906,"N","Unclassified Desulfovibrionales","Intermediate"
"Unclassified Desulfovibrionia",0.252837977296182,1.55024828882661e-07,1.80895214339513e-07,"Y","Unclassified Desulfovibrionia","Generalist"
"Unclassified Desulfurellia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Desulfurellia","Specialist"
"Unclassified Desulfuromonadales",0.0204476709013914,1.41634643037908e-14,4.75228326090563e-14,"Y","Unclassified Desulfuromonadales","Specialist"
"Unclassified Desulfuromonadia",0.0249742002063984,2.05429586914414e-14,5.60040183373819e-14,"Y","Unclassified Desulfuromonadia","Specialist"
"Unclassified Echinimonadaceae",0.0224013642353306,1.66337784935946e-14,5.06997833296945e-14,"Y","Unclassified Echinimonadaceae","Specialist"
"Unclassified Elusimicrobiota",0.0350877192982456,4.67704074666818e-14,9.67081111500688e-14,"Y","Unclassified Elusimicrobiota","Specialist"
"Unclassified Endozoicomonadaceae",0.184564310194923,2.43442736929891e-09,3.05052731912148e-09,"N","Unclassified Endozoicomonadaceae","Generalist"
"Unclassified Enterobacterales",0.236294948348259,5.93392356719863e-08,6.99546201744394e-08,"N","Unclassified Enterobacterales","Generalist"
"Unclassified Enterobacteriaceae",0.366793152123901,5.21231362181368e-05,5.62365050362937e-05,"N","Unclassified Enterobacteriaceae","Generalist"
"Unclassified Enterococcaceae",0.175438596491228,1.3448738201412e-09,1.72535632948087e-09,"Y","Unclassified Enterococcaceae","Generalist"
"Unclassified Entomoplasmatales",0.0251986657813924,2.09240606667697e-14,5.66541222606686e-14,"Y","Unclassified Entomoplasmatales","Specialist"
"Unclassified Epsilonproteobacteria",0.075509107029412,1.12103761067243e-12,1.81746982544416e-12,"Y","Unclassified Epsilonproteobacteria","Generalist"
"Unclassified Erwiniaceae",0.16057875844457,5.0192832443312e-10,6.65363741216697e-10,"Y","Unclassified Erwiniaceae","Generalist"
"Unclassified Erysipelotrichaceae",0.107291349761687,1.20243948611543e-11,1.80267523614031e-11,"Y","Unclassified Erysipelotrichaceae","Generalist"
"Unclassified Erysipelotrichales",0.0265844792160582,2.34357366109364e-14,5.88140677688157e-14,"Y","Unclassified Erysipelotrichales","Specialist"
"Unclassified Erythrobacteraceae",0.196983687288396,5.38064475189502e-09,6.62455724830085e-09,"Y","Unclassified Erythrobacteraceae","Generalist"
"Unclassified Eubacteriaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Eubacteriaceae","Specialist"
"Unclassified Eubacteriales",0.200996551854799,6.92750591585223e-09,8.48341633545541e-09,"Y","Unclassified Eubacteriales","Generalist"
"Unclassified Eubacteriales Family XII. Incertae Sedis",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Eubacteriales Family XII. Incertae Sedis","Specialist"
"Unclassified Fibrobacteraceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Fibrobacteraceae","Specialist"
"Unclassified Fimbriimonadales",0.06265664160401,4.16236480108636e-13,7.12659094914974e-13,"Y","Unclassified Fimbriimonadales","Generalist"
"Unclassified Flavobacteriaceae",0.260571176357741,2.40419623157408e-07,2.79118345769564e-07,"N","Unclassified Flavobacteriaceae","Generalist"
"Unclassified Flavobacteriales",0.816454364100151,0.489202520619959,0.494602106940267,"N","Unclassified Flavobacteriales","Intermediate"
"Unclassified Flavobacteriia",0.729615544653138,0.823281827789204,0.825987025470877,"Y","Unclassified Flavobacteriia","Intermediate"
"Unclassified Fodinicurvataceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Fodinicurvataceae","Specialist"
"Unclassified Francisellaceae",0.323950902898271,6.88321515415423e-06,7.64245464388518e-06,"Y","Unclassified Francisellaceae","Generalist"
"Unclassified Fulvivirgaceae",0.116562592922985,2.35317883893528e-11,3.45479906658528e-11,"Y","Unclassified Fulvivirgaceae","Generalist"
"Unclassified Fusobacteriales",0.0257997936016512,2.19792530600964e-14,5.67677274522711e-14,"Y","Unclassified Fusobacteriales","Specialist"
"Unclassified Fusobacteriia",0.109184726522188,1.38020094196771e-11,2.05571392332102e-11,"Y","Unclassified Fusobacteriia","Generalist"
"Unclassified Fusobacteriota",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Fusobacteriota","Specialist"
"Unclassified Gaiellaceae",0.134502923976608,8.40172410882906e-11,1.16960171484611e-10,"Y","Unclassified Gaiellaceae","Generalist"
"Unclassified Gammaproteobacteria",0.185661681596031,2.61290308079791e-09,3.26969839072526e-09,"N","Unclassified Gammaproteobacteria","Generalist"
"Unclassified Geminicoccaceae",0.0230606933806205,1.75595444560344e-14,5.21237096922578e-14,"Y","Unclassified Geminicoccaceae","Specialist"
"Unclassified Geminicoccales",0.29724667540738,1.76507102058894e-06,2.00347590441074e-06,"Y","Unclassified Geminicoccales","Generalist"
"Unclassified Gemmatimonadaceae",0.0410649510642666,7.56595847681764e-14,1.49362456137176e-13,"Y","Unclassified Gemmatimonadaceae","Generalist"
"Unclassified Gemmatimonadales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Gemmatimonadales","Specialist"
"Unclassified Gemmatimonadia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Gemmatimonadia","Specialist"
"Unclassified Gemmatimonadota",0.264877581181718,3.06112591973083e-07,3.54039310918364e-07,"Y","Unclassified Gemmatimonadota","Generalist"
"Unclassified Geobacterales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Geobacterales","Specialist"
"Unclassified Geovibrionaceae",0.323784143904064,6.82658058152927e-06,7.58877161733108e-06,"Y","Unclassified Geovibrionaceae","Generalist"
"Unclassified Hahellaceae",0.192001899471823,3.92230196681821e-09,4.85517378595335e-09,"Y","Unclassified Hahellaceae","Generalist"
"Unclassified Halieaceae",0.181878368849081,2.04621498712668e-09,2.57817459175796e-09,"Y","Unclassified Halieaceae","Generalist"
"Unclassified Halomonadaceae",0.0655870445344131,5.22557391631512e-13,8.81514863231059e-13,"Y","Unclassified Halomonadaceae","Generalist"
"Unclassified Hapalosiphonaceae",0.299306868304977,1.96579558294523e-06,2.22304784441708e-06,"Y","Unclassified Hapalosiphonaceae","Generalist"
"Unclassified Herpetosiphonales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Herpetosiphonales","Specialist"
"Unclassified Holophagae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Holophagae","Specialist"
"Unclassified Holophagales",0.0685683674835945,6.58001767744448e-13,1.0998715679816e-12,"Y","Unclassified Holophagales","Generalist"
"Unclassified Hyellaceae",0.129186602870814,5.78316399268405e-11,8.18760157233168e-11,"Y","Unclassified Hyellaceae","Generalist"
"Unclassified Hyphomicrobiaceae",0.0422664458869621,8.33008351381913e-14,1.6409368814319e-13,"Y","Unclassified Hyphomicrobiaceae","Generalist"
"Unclassified Hyphomicrobiales",0.663745703662748,0.358981374930124,0.363746614420347,"N","Unclassified Hyphomicrobiales","Intermediate"
"Unclassified Hyphomonadaceae",0.42842148105306,0.000682280434877826,0.00071835503258401,"Y","Unclassified Hyphomonadaceae","Generalist"
"Unclassified Hyphomonadales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Hyphomonadales","Specialist"
"Unclassified Idiomarinaceae",0.0238993710691824,1.88106684968934e-14,5.35055037079168e-14,"Y","Unclassified Idiomarinaceae","Specialist"
"Unclassified Ignavibacteria",0.448199079751933,0.00143145442013932,0.0014968176356708,"Y","Unclassified Ignavibacteria","Generalist"
"Unclassified Ignavibacteriaceae",0.374000217936144,7.18829166835273e-05,7.73733862304477e-05,"Y","Unclassified Ignavibacteriaceae","Generalist"
"Unclassified Ignavibacteriales",0.179091423573596,1.70729979786722e-09,2.16006438514693e-09,"Y","Unclassified Ignavibacteriales","Generalist"
"Unclassified Ignavibacteriota",0.402658835528513,0.000244427814651316,0.000259739997935737,"Y","Unclassified Ignavibacteriota","Generalist"
"Unclassified Ilumatobacteraceae",0.14732483382369,2.04212286876745e-10,2.75897425927874e-10,"Y","Unclassified Ilumatobacteraceae","Generalist"
"Unclassified Immundisolibacterales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Immundisolibacterales","Specialist"
"Unclassified Kaistiaceae",0.0257997936016512,2.19792530600964e-14,5.67677274522711e-14,"Y","Unclassified Kaistiaceae","Specialist"
"Unclassified Kallotenuales",0.038505354294828,6.16053469146647e-14,1.25123054930893e-13,"Y","Unclassified Kallotenuales","Specialist"
"Unclassified Kangiellaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Kangiellaceae","Specialist"
"Unclassified Kiritimatiellia",0.0235741231576143,1.8315389475705e-14,5.29239645417847e-14,"Y","Unclassified Kiritimatiellia","Specialist"
"Unclassified Kiritimatiellota",0.031578947368421,3.52011512952091e-14,7.80732556571709e-14,"Y","Unclassified Kiritimatiellota","Specialist"
"Unclassified Kitasatosporales",0.0693096377306904,6.96704548903712e-13,1.16244329106703e-12,"Y","Unclassified Kitasatosporales","Generalist"
"Unclassified Kofleriaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Kofleriaceae","Specialist"
"Unclassified Kordiimonadaceae",0.0350877192982456,4.67704074666818e-14,9.67081111500688e-14,"Y","Unclassified Kordiimonadaceae","Specialist"
"Unclassified Kordiimonadales",0.0302480338777979,3.15930648363581e-14,7.28948296979949e-14,"Y","Unclassified Kordiimonadales","Specialist"
"Unclassified Lachnospiraceae",0.161787754689317,5.44321774643527e-10,7.19478709341227e-10,"Y","Unclassified Lachnospiraceae","Generalist"
"Unclassified Lachnospirales",0.028627168242928,2.76873475023689e-14,6.62183036871277e-14,"Y","Unclassified Lachnospirales","Specialist"
"Unclassified Lacipirellulaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Lacipirellulaceae","Specialist"
"Unclassified Lactobacillaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Lactobacillaceae","Specialist"
"Unclassified Lactobacillales",0.0723348705560841,8.79183117500523e-13,1.44843837343611e-12,"Y","Unclassified Lactobacillales","Generalist"
"Unclassified Legionellales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Legionellales","Specialist"
"Unclassified Lentisphaeraceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Lentisphaeraceae","Specialist"
"Unclassified Lentisphaerales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Lentisphaerales","Specialist"
"Unclassified Lentisphaeria",0.018927611856536,1.24945336665964e-14,4.45330460646004e-14,"Y","Unclassified Lentisphaeria","Specialist"
"Unclassified Lentisphaerota",0.0273229727169435,2.48929993848837e-14,6.1131333610063e-14,"Y","Unclassified Lentisphaerota","Specialist"
"Unclassified Leptolyngbyaceae",0.0456343170063888,1.08996304414076e-13,2.07426233102954e-13,"Y","Unclassified Leptolyngbyaceae","Generalist"
"Unclassified Lewinellaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Lewinellaceae","Specialist"
"Unclassified Longimicrobiales",0.116564417177914,2.35348757374369e-11,3.45479906658528e-11,"Y","Unclassified Longimicrobiales","Generalist"
"Unclassified Lysobacteraceae",0.0699815837937384,7.33713327773e-13,1.22196619680012e-12,"Y","Unclassified Lysobacteraceae","Generalist"
"Unclassified Lysobacterales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Lysobacterales","Specialist"
"Unclassified Magnetococcales",0.340244550770866,1.52114528525046e-05,1.66273160058403e-05,"Y","Unclassified Magnetococcales","Generalist"
"Unclassified Maricaulaceae",0.0630947999369052,4.30663253536651e-13,7.34613668974995e-13,"Y","Unclassified Maricaulaceae","Generalist"
"Unclassified Maricaulales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Maricaulales","Specialist"
"Unclassified Marinifilaceae",0.441019964620424,0.00109901943984201,0.00115051635073747,"N","Unclassified Marinifilaceae","Generalist"
"Unclassified Marinilabiliaceae",0.0998626944678626,6.97414285118189e-12,1.05766802180176e-11,"Y","Unclassified Marinilabiliaceae","Generalist"
"Unclassified Marinilabiliales",0.140377180959118,1.26486097498485e-10,1.74489857392489e-10,"N","Unclassified Marinilabiliales","Generalist"
"Unclassified Marinobacteraceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Marinobacteraceae","Specialist"
"Unclassified Melioribacteraceae",0.318025455796354,5.12275736363993e-06,5.72948198424197e-06,"Y","Unclassified Melioribacteraceae","Generalist"
"Unclassified Metamycoplasmataceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Metamycoplasmataceae","Specialist"
"Unclassified Methylobacteriaceae",0.0524333432451184,1.86849480102908e-13,3.36255645921932e-13,"Y","Unclassified Methylobacteriaceae","Generalist"
"Unclassified Methylococcales",0.0614509246088192,3.78942379436735e-13,6.5492682936613e-13,"Y","Unclassified Methylococcales","Generalist"
"Unclassified Methylocystaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Methylocystaceae","Specialist"
"Unclassified Methylopilaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Methylopilaceae","Specialist"
"Unclassified Microbulbiferaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Microbulbiferaceae","Specialist"
"Unclassified Micrococcales",0.161117078410312,5.2039086482457e-10,6.88841086964315e-10,"Y","Unclassified Micrococcales","Generalist"
"Unclassified Microcystaceae",0.179649122807018,1.77041909878336e-09,2.23683295791112e-09,"Y","Unclassified Microcystaceae","Generalist"
"Unclassified Microscillaceae",0.44059547666762,0.00108179819351575,0.00113378391906227,"Y","Unclassified Microscillaceae","Generalist"
"Unclassified Minwuiales",0.0249009620826259,2.04200973158418e-14,5.60040183373819e-14,"Y","Unclassified Minwuiales","Specialist"
"Unclassified Mollicutes",0.0254351450427468,2.13330828991424e-14,5.67677274522711e-14,"Y","Unclassified Mollicutes","Specialist"
"Unclassified Moraxellaceae",0.16324931435288,6.00252648667998e-10,7.8998768129294e-10,"Y","Unclassified Moraxellaceae","Generalist"
"Unclassified Moraxellales",0.120905442344789,3.21251983852204e-11,4.64143244808546e-11,"Y","Unclassified Moraxellales","Generalist"
"Unclassified Mycobacteriaceae",0.0384917517674784,6.15379886987256e-14,1.25123054930893e-13,"Y","Unclassified Mycobacteriaceae","Specialist"
"Unclassified Mycobacteriales",0.297392128971076,1.77857075798456e-06,2.01630051276467e-06,"Y","Unclassified Mycobacteriales","Generalist"
"Unclassified Mycoplasmataceae",0.0345483963072237,4.47754021044793e-14,9.47211739669817e-14,"Y","Unclassified Mycoplasmataceae","Specialist"
"Unclassified Mycoplasmatales",0.0458787848321855,1.11138981787055e-13,2.10337411811864e-13,"Y","Unclassified Mycoplasmatales","Generalist"
"Unclassified Mycoplasmatota",0.0281300859889094,2.65876889451793e-14,6.40903238783796e-14,"N","Unclassified Mycoplasmatota","Specialist"
"Unclassified Mycoplasmoidales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Mycoplasmoidales","Specialist"
"Unclassified Myxococcaceae",0.0232337600758653,1.78108309319614e-14,5.21237096922578e-14,"Y","Unclassified Myxococcaceae","Specialist"
"Unclassified Myxococcales",0.321242077356132,6.01653536323467e-06,6.71272398626426e-06,"Y","Unclassified Myxococcales","Generalist"
"Unclassified Myxococcia",0.0522900926281641,1.84749211319819e-13,3.33787529721803e-13,"Y","Unclassified Myxococcia","Generalist"
"Unclassified Myxococcota",0.18415806385114,2.37141481393277e-09,2.97563831446906e-09,"Y","Unclassified Myxococcota","Generalist"
"Unclassified Nannocystaceae",0.410357444413172,0.000334608518763775,0.000354336882297824,"Y","Unclassified Nannocystaceae","Generalist"
"Unclassified Neisseriaceae",0.097128634735628,5.69856099257717e-12,8.69980311533448e-12,"Y","Unclassified Neisseriaceae","Generalist"
"Unclassified Neisseriales",0.113058605353421,1.82779660077331e-11,2.7004220746909e-11,"Y","Unclassified Neisseriales","Generalist"
"Unclassified Nevskiales",0.0210178912628105,1.48445434524514e-14,4.77108835173527e-14,"Y","Unclassified Nevskiales","Specialist"
"Unclassified Nitrobacteraceae",0.0445750511787624,1.00171812854228e-13,1.93173432788364e-13,"Y","Unclassified Nitrobacteraceae","Generalist"
"Unclassified Nitrosomonadales",0.202634278002699,7.67622248313997e-09,9.37522639274162e-09,"Y","Unclassified Nitrosomonadales","Generalist"
"Unclassified Nitrospinota",0.133402813965607,7.7788094684509e-11,1.08618741968003e-10,"Y","Unclassified Nitrospinota","Generalist"
"Unclassified Nitrospiraceae",0.0312811923734118,3.43603061283726e-14,7.80732556571709e-14,"Y","Unclassified Nitrospiraceae","Specialist"
"Unclassified Nitrospirales",0.0487915066636549,1.40081750848043e-13,2.57144055664945e-13,"Y","Unclassified Nitrospirales","Generalist"
"Unclassified Nitrospiria",0.0298195914715968,3.05109025387767e-14,7.11144700394898e-14,"Y","Unclassified Nitrospiria","Specialist"
"Unclassified Nitrospirota",0.0565297754388599,2.57909854957141e-13,4.5344611735267e-13,"Y","Unclassified Nitrospirota","Generalist"
"Unclassified Nostocaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Nostocaceae","Specialist"
"Unclassified Nostocales",0.151596752417845,2.73444399875318e-10,3.67804802181779e-10,"Y","Unclassified Nostocales","Generalist"
"Unclassified Novispirillaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Novispirillaceae","Specialist"
"Unclassified Oceanospirillaceae",0.410857123028537,0.000341425369263091,0.000361138150398374,"N","Unclassified Oceanospirillaceae","Generalist"
"Unclassified Oceanospirillales",0.176861486288161,1.47612329609726e-09,1.87795686003484e-09,"N","Unclassified Oceanospirillales","Generalist"
"Unclassified Odoribacteraceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Odoribacteraceae","Specialist"
"Unclassified Oligoflexales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Oligoflexales","Specialist"
"Unclassified Oligoflexia",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Oligoflexia","Specialist"
"Unclassified Opitutaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Opitutaceae","Specialist"
"Unclassified Opitutales",0.0581355349157206,2.92496133344548e-13,5.09365890006856e-13,"Y","Unclassified Opitutales","Generalist"
"Unclassified Opitutia",0.302155866424105,2.27981187236093e-06,2.57497863758645e-06,"Y","Unclassified Opitutia","Generalist"
"Unclassified Oscillatoriales",0.0343859649122807,4.41911212422309e-14,9.43567996687261e-14,"Y","Unclassified Oscillatoriales","Specialist"
"Unclassified Oscillochloridaceae",0.0272724324674904,2.47904893428413e-14,6.10432479517276e-14,"Y","Unclassified Oscillochloridaceae","Specialist"
"Unclassified Oxalobacteraceae",0.241384092642674,7.99845516003206e-08,9.38103063583786e-08,"Y","Unclassified Oxalobacteraceae","Generalist"
"Unclassified Paenibacillaceae",0.0207000549157177,1.44610365846265e-14,4.77108835173527e-14,"Y","Unclassified Paenibacillaceae","Specialist"
"Unclassified Parachlamydiaceae",0.023719298245614,1.8534852690124e-14,5.32223356243058e-14,"Y","Unclassified Parachlamydiaceae","Specialist"
"Unclassified Paracoccaceae",0.0264282929631094,2.3138460842372e-14,5.86947500729128e-14,"N","Unclassified Paracoccaceae","Specialist"
"Unclassified Parvibaculaceae",0.0257997936016512,2.19792530600964e-14,5.67677274522711e-14,"Y","Unclassified Parvibaculaceae","Specialist"
"Unclassified Parvularculaceae",0.0730994152046783,9.32273769524132e-13,1.52221528143334e-12,"Y","Unclassified Parvularculaceae","Generalist"
"Unclassified Pasteurellaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Pasteurellaceae","Specialist"
"Unclassified Pasteurellales",0.219346005667526,2.15158079077493e-08,2.58641470387117e-08,"Y","Unclassified Pasteurellales","Generalist"
"Unclassified Pectobacteriaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Pectobacteriaceae","Specialist"
"Unclassified Peptostreptococcales",0.0684638425331622,6.52717004839546e-13,1.0930324980494e-12,"Y","Unclassified Peptostreptococcales","Generalist"
"Unclassified Phycisphaeraceae",0.379626072480472,9.20313632914466e-05,9.85973435964504e-05,"Y","Unclassified Phycisphaeraceae","Generalist"
"Unclassified Phycisphaerae",0.628422549012509,0.197238102738197,0.200744557897987,"Y","Unclassified Phycisphaerae","Intermediate"
"Unclassified Phycisphaerales",0.810846483385382,0.527063416475298,0.532293373198867,"N","Unclassified Phycisphaerales","Intermediate"
"Unclassified Phyllobacteriaceae",0.0548093999315698,2.25309331354491e-13,3.9889879337665e-13,"Y","Unclassified Phyllobacteriaceae","Generalist"
"Unclassified Pirellulaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Pirellulaceae","Specialist"
"Unclassified Pirellulales",0.0287087997597835,2.78721616190096e-14,6.64867188620124e-14,"Y","Unclassified Pirellulales","Specialist"
"Unclassified Planctomycetaceae",0.27638717045779,5.78130151143931e-07,6.62787507444106e-07,"Y","Unclassified Planctomycetaceae","Generalist"
"Unclassified Planctomycetales",0.41130834160874,0.00034769253041113,0.000367342973306338,"Y","Unclassified Planctomycetales","Generalist"
"Unclassified Planctomycetia",0.2326505499013,4.7834652462526e-08,5.66105189349791e-08,"Y","Unclassified Planctomycetia","Generalist"
"Unclassified Planctomycetota",0.352606642501406,2.72437069066268e-05,2.95678146048224e-05,"N","Unclassified Planctomycetota","Generalist"
"Unclassified Planococcaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Planococcaceae","Specialist"
"Unclassified Pleioneaceae",0.272287862513426,4.61722907612494e-07,5.29997723525119e-07,"Y","Unclassified Pleioneaceae","Generalist"
"Unclassified Pleurocapsales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Pleurocapsales","Specialist"
"Unclassified Polyangiaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Polyangiaceae","Specialist"
"Unclassified Polyangiales",0.0349667271627344,4.63153778131563e-14,9.67081111500688e-14,"Y","Unclassified Polyangiales","Specialist"
"Unclassified Pontiellaceae",0.0734808034579203,9.59921532873239e-13,1.56456961585745e-12,"Y","Unclassified Pontiellaceae","Generalist"
"Unclassified Porticoccaceae",0.188168250876073,3.0696932932674e-09,3.82043350085997e-09,"Y","Unclassified Porticoccaceae","Generalist"
"Unclassified Prolixibacteraceae",0.0203141948491676,1.40085340882797e-14,4.75228326090563e-14,"N","Unclassified Prolixibacteraceae","Specialist"
"Unclassified Propionibacteriales",0.267829900839055,3.60831427516957e-07,4.15228125132578e-07,"Y","Unclassified Propionibacteriales","Generalist"
"Unclassified Pseudanabaenaceae",0.610989629757353,0.140716653863516,0.143697274179466,"N","Unclassified Pseudanabaenaceae","Intermediate"
"Unclassified Pseudanabaenales",0.266404893151098,3.33335110712051e-07,3.85037782360957e-07,"Y","Unclassified Pseudanabaenales","Generalist"
"Unclassified Pseudoalteromonadaceae",0.0726150871506155,8.98287840946446e-13,1.47460871381173e-12,"Y","Unclassified Pseudoalteromonadaceae","Generalist"
"Unclassified Pseudomonadaceae",0.228332413524983,3.69857353432644e-08,4.39415480861611e-08,"N","Unclassified Pseudomonadaceae","Generalist"
"Unclassified Pseudomonadales",0.514590389057059,0.0128190714414422,0.0131787535806521,"N","Unclassified Pseudomonadales","Generalist"
"Unclassified Pseudomonadota",0.347611757558792,2.15701266556333e-05,2.34658384994776e-05,"N","Unclassified Pseudomonadota","Generalist"
"Unclassified Pseudonocardiaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Pseudonocardiaceae","Specialist"
"Unclassified Psychromonadaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Psychromonadaceae","Specialist"
"Unclassified Puniceicoccaceae",0.031578947368421,3.52011512952091e-14,7.80732556571709e-14,"Y","Unclassified Puniceicoccaceae","Specialist"
"Unclassified Puniceicoccales",0.0526315789473685,1.89794650816942e-13,3.39554492477185e-13,"Y","Unclassified Puniceicoccales","Generalist"
"Unclassified Pyrinomonadaceae",0.0388903292714545,6.35420461822231e-14,1.28771049342735e-13,"Y","Unclassified Pyrinomonadaceae","Specialist"
"Unclassified Reichenbachiellaceae",0.0684434014973739,6.51688391556407e-13,1.0930324980494e-12,"Y","Unclassified Reichenbachiellaceae","Generalist"
"Unclassified Rhizobiaceae",0.195536298033525,4.90982350288355e-09,6.05302601432211e-09,"Y","Unclassified Rhizobiaceae","Generalist"
"Unclassified Rhodanobacteraceae",0.15364167995747,3.14236282512931e-10,4.19592470527471e-10,"Y","Unclassified Rhodanobacteraceae","Generalist"
"Unclassified Rhodobacterales",0.11843197465121,2.69126921991952e-11,3.93174259241831e-11,"N","Unclassified Rhodobacterales","Generalist"
"Unclassified Rhodocyclales",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Rhodocyclales","Specialist"
"Unclassified Rhodospirillaceae",0.02382935244195,1.87029451567708e-14,5.35055037079168e-14,"N","Unclassified Rhodospirillaceae","Specialist"
"Unclassified Rhodospirillales",0.0249460535230984,2.04956551375076e-14,5.60040183373819e-14,"N","Unclassified Rhodospirillales","Specialist"
"Unclassified Rhodothermaceae",0.0175438596491228,1.1144429423005e-14,4.08331894058903e-14,"Y","Unclassified Rhodothermaceae","Specialist"
