genus,IT1,IT2,IT3,IT4,IT5,IT6,IT7,IT8,IT9,IT10,IT11,IT12,IT13,IT14,IT15,IT16,IT17,IT18,IT19,IT20,IT21,IT22,IT23,IT24,IT25,IT26,IT27,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST30
Unclassified Nitrospiria,0,0,0,0,0,0,0,0,5.46E-05,4.75E-05,0,0,0,0,0.000133757,0,0,0,0,0,0,1.41E-05,0,0,0,0,0.000123722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodobacter,0,0,0,0,0,0,0,0,0,0,0.000204457,0,2.74E-05,2.09E-05,0,0,0,0,0,0,0,0,0,6.58E-05,0,2.84E-05,1.37E-05,0,0,0,0,0,0,0,0,1.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99E-06,0,0,0,0,0
Unclassified Lachnospirales,0,0,0,0,0,0,0,0,0,0,5.11E-05,0,0,9.39E-05,0,0,0,0,0,0,0,0.000239632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodospirillales bacterium (no genus in NCBI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000384911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Chlamydiales,0,0,0,0,0,0.000386164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Candidatus Cloacimonadota,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04E-05,0,0,0,0,0,0,0,0,0.000133428,3.29E-05,0,0,0,0,0,1.10E-05,0,0,1.75E-05,0,0,5.32E-06,5.70E-05,0,0,0,0,8.32E-06,0,0,0,0,0,0,3.73E-05,6.15E-06,0,0,4.32E-05,0,0,0,2.48E-05
Unclassified Candidatus Schekmanbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000389797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyphomonas,0,0,0,0,0,0.000110333,0,0,0,0,0,0,0,0,1.78E-05,2.50E-05,0,8.35E-05,0,0,7.49E-05,0,0,0,0,5.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23E-05,0,9.99E-06,0,0,0,0,0
Unclassified Burkholderiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53E-05,0,5.70E-05,0,2.33E-05,0,6.26E-06,0,0,0,2.27E-05,4.49E-05,4.63E-05,2.94E-05,0,2.46E-05,0,4.99E-06,0,0,0,0,0
Labilibaculum,0,0,0,0,0,0,7.02E-05,3.81E-05,0,0,0,0,0,0.000156529,2.97E-06,5.00E-06,0,0,4.87E-05,0,0,1.41E-05,0,3.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.83E-06,9.73E-06,8.17E-06,0,0,0,0,0,0,0,0,0,0,0
Psychromonas,0,0,0,0,0,0.000220665,0,0,0,0,0,0,0,0.000177399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Synechococcales,3.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97E-05,0.000279804,5.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Oscillochloridaceae,0,0,0,0,0,0,0,3.81E-05,0,0,0,0,0,0,0,9.99E-06,0,8.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000269947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Kiritimatiellia,0,0,0,0,0,0,0,0,0,0,2.56E-05,0,0,0.000365234,1.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Bryobacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000371165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43E-05,0,0,0,0,0,0,0,0,0,0,0
Zobellella,0,0,0,0,7.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45E-05,2.21E-05,0,1.52E-05,0,0,2.76E-05,3.19E-05,0,0,2.33E-05,0,2.51E-05,0,0,0,6.49E-06,4.90E-05,2.65E-05,0,0,2.46E-05,6.58E-06,2.00E-05,2.16E-05,0,0,0,0
Unclassified Rhodanobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45E-05,1.10E-05,0,0,3.49E-05,0,0,0,0,0,0,3.44E-05,0,0,0,1.97E-05,9.73E-06,0,2.65E-06,0,7.47E-05,0,0,0,0,0.000128222,4.33E-05,0,0
Thiotrichales bacterium (no genus in NCBI),0,0,2.82E-05,0,0,0,0,1.91E-05,0,4.75E-05,0,0,0,0,2.97E-06,0,0,0,0,0.000101564,0,0,0,0,0,0,0.000109975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Coriobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000424472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algoriphagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000427447,3.24E-06,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Desulfobulbia,0,0,0,0,0,0,0,3.81E-05,0,0,0.000102229,0,0,0,0,6.00E-05,0,8.35E-05,0,3.39E-05,0,0,0,0,0,0,0,0,1.72E-05,1.10E-05,0,0,3.49E-05,0,0,0,0,0,0,1.72E-05,0,0,0,0,4.86E-06,0,1.32E-06,2.94E-05,0,0,0,0,0,0,0,0,0
Unclassified Nitrospiraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16E-05,0,0,0,0,0,0,0,0,0,0,0,0.000398658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Halomonadaceae,3.27E-05,0,0,0,0,0,0,5.72E-05,0,0,0,0,0,0,2.97E-05,0,0,0,0,0,0,0,0.000155666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Candidatus Tectomicrobia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38E-05,3.50E-05,0,0,0,0,0,2.82E-05,0,0,0,0,0.000357418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000229576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021618,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseitalea,0,0,2.82E-05,0,7.42E-05,0,0,0.000133407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17E-05,0,0,0,9.19E-06,0,2.85E-05,5.39E-05,0,0,0,1.66E-05,0,0,0,0,0,0,5.60E-05,0,0,9.99E-06,0,0,0,0,2.48E-05
Sulfidibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219956,2.00E-05,0,0,4.87E-05,0,0,0,0,0,0,0.000142179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Candidatus Latescibacterota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78E-05,4.00E-05,0,0,0.000389797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Leptolyngbyaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57E-05,5.00E-06,0,8.35E-05,0,0,0,0,0.000311333,0,0,0,1.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spongiibacter,0,0,2.82E-05,4.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167036,0,0,0,0,0,0,5.78E-05,0,0,2.62E-06,3.45E-05,0,0,0,3.49E-05,0,0,0,0,0,0,3.44E-05,0,0,2.81E-05,4.91E-06,0,2.04E-06,0,0,0,0,0,4.99E-06,0,0,0,0,0
Luteibacter,0,0,0,0,0,0,0,7.62E-05,0,0,0,6.16E-05,0,2.09E-05,5.94E-06,0,0,4.18E-05,0,0,0,0,0,0,0,0.000142179,1.37E-05,0,0,0,3.52E-05,0,0,1.75E-05,0,0,0,0,2.33E-05,0,6.26E-06,0,0,0,3.24E-06,0,2.65E-06,0,0,0,0,0,0,0,0,0,0
Legionella,0,0,0,0,0,8.27E-05,0,0,8.19E-05,0,2.56E-05,6.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84E-05,0,0,0,0,2.35E-05,0,0,0,0,0,2.85E-05,0,0,0,6.26E-06,0,0,0,0,0,0,0,3.73E-05,0,0,1.50E-05,0,6.41E-05,0,0,0
Planctomycetales bacterium (no genus in NCBI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05E-05,0,3.31E-05,0,0,0.000104802,0.000157491,0,0,0,0,0,0,3.76E-05,2.50E-05,0,0,0,0,0,0,0,1.84E-05,0,2.50E-05,4.32E-05,0,0,0,0
Phaeobacter,0,6.11E-05,0,0,0,0,0,1.91E-05,0,0,0,0,0,0,0,0.000264815,0,0,0,0,0,0,0,0,0,0,1.37E-05,0,0,0,0,0,0,0,0,0,0,0,8.16E-05,1.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xanthomonas,0,0,5.64E-05,0,0,0,3.51E-05,5.72E-05,0,0,0,0,0,0,8.03E-05,1.50E-05,0,0,0.000121812,0,0,2.11E-05,2.22E-05,0,0,0,4.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66E-05,0,0,0,2.04E-06,0,0,0,0,0,0,0,0,0,0,0
Unclassified Gaiellaceae,6.55E-05,0,0,0,0,0,0,3.81E-05,0,0,5.11E-05,6.16E-05,2.74E-05,0,5.94E-06,0,0,0,0,0,0,0,0.000133428,0,5.78E-05,0,0,0,0,1.10E-05,2.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Chlorobiota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24E-05,0,0,0.000167036,0,0,0,0,0,0,0,0,0,0.00013101,0,0,0,0,0,0,0,0,0,0,0,6.88E-05,1.25E-05,0,0,0,0,0,0,0,0,3.69E-05,0,0,0,0,0,0,0
Flavobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000146174,0,0,0,0,0,0,0,0,0,3.45E-05,0,0,0,3.49E-05,0,0,0,0,0,0,0,0,0,5.61E-05,0,0,8.17E-06,0,0.000176629,0,0,3.29E-06,2.00E-05,0,0,0,0,0
Exiguobacterium,6.55E-05,0,0,0,7.42E-05,0,0,3.81E-05,0,4.75E-05,0,0,0.000109559,3.13E-05,0,0,0,0,0,6.77E-05,0,1.41E-05,0,3.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychrobacter,0,4.08E-05,0,0,7.42E-05,0,7.02E-05,0,5.46E-05,0,0,0,0,0,0,0,0,0,0,6.77E-05,0,0,0,0,0,0,0,1.57E-05,0,0,0,0,0,3.50E-05,0,0,0,0,4.66E-05,0,0,6.66E-05,0,0,0,0,5.30E-06,0,0,0,0,9.99E-06,0,0,0,0,0
Sneathiella,0,0,0,0,0,5.52E-05,0,0,0,2.38E-05,0,0,0,2.09E-05,0,0,0,8.35E-05,0,6.77E-05,0,0,0,6.58E-05,5.78E-05,0.000113743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edaphobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000489657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E-05,0,0,0,0,0,0,0,0,0,0,0,5.24E-06,6.90E-05,4.41E-05,0,0,0,0,3.91E-05,2.13E-05,0,0,0,0,1.25E-05,1.66E-05,0,0,1.30E-05,2.45E-05,3.18E-05,0,0,1.23E-05,3.95E-05,4.99E-05,6.48E-05,0,0,0,0
Unclassified Budviciaceae,3.27E-05,0,0,0,0,5.52E-05,0,0,2.73E-05,0,7.67E-05,0,0,0,2.97E-06,0,0,0.000125277,0,0,0,7.05E-06,4.45E-05,3.29E-05,0,5.69E-05,0,0,0,5.52E-06,1.17E-05,0,0,1.75E-05,4.59E-06,0,0,0,0,0,0,0,0,0,0,0,2.65E-06,0,0,0,0,0,0,0,0,0,0
Unclassified Kordiimonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341072,0,0,0,0,0,0,0.000170614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Chlamydiaceae,0,0,0,0,0,0,0,0,0,0,0.000102229,0,0.000164339,0,0,0,0,8.35E-05,0,0.000169273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planctomycetaceae bacterium (no genus in NCBI),0.00016373,0,0,0,0,0.000110333,0,1.91E-05,0,0,0,0,5.48E-05,4.17E-05,2.97E-06,0,0,4.18E-05,0,0,0,1.41E-05,4.45E-05,0,0,0,0,2.62E-06,1.72E-05,0,0,7.62E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Erwiniaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24E-06,0,1.10E-05,0,4.57E-05,0,0,3.22E-05,3.19E-05,0,0,0,0,5.01E-05,1.66E-05,0,1.97E-05,3.73E-05,4.90E-05,3.71E-05,0,0,6.15E-05,4.60E-05,5.99E-05,2.16E-05,0,0,0,0
Portibacter,0,0,0,0,0,0,0,0,0,0,0.0001789,0,0,0,0,0,0,0,0,0,0,7.05E-06,0,0,0,0,0,0,0,0,1.17E-05,1.52E-05,0,0,0,0,0,0,0,0,0,0,0,1.97E-05,1.62E-06,1.22E-05,2.65E-06,0,0.000261287,0,6.58E-06,0,1.08E-05,0,0,0,0
Unclassified Clostridiaceae,0,0,0,0,0,0,0,3.81E-05,8.19E-05,0,0,6.16E-05,0,0.000135658,5.94E-06,5.00E-06,0,4.18E-05,0,0,0,0,2.22E-05,0,0,2.84E-05,0,0,1.72E-05,0,0,0,3.49E-05,0,0,0,0,2.69E-05,0,0,0,0,2.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Candidatus Delongbacteria,0,0,0,0,3.71E-05,8.27E-05,0,0,8.19E-05,0,2.56E-05,9.24E-05,0,2.09E-05,0,0,0,4.18E-05,0,0,7.49E-05,0,2.22E-05,0,0,0,0,0,0,0,1.17E-05,0,0,1.75E-05,0,0,0,0,2.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyanothece,0,0,0,0,0,0,0,1.91E-05,0,0,0,6.16E-05,0,0.000104353,0,5.50E-05,0,0,0,0,0,0,0.000177904,0,0,5.69E-05,1.37E-05,0,0,5.52E-06,2.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87E-05,0,0,0,0,0,0,0,0
Listeria,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09E-05,0,0,0,0,0,0,0,8.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426006,0,0,4.91E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
Boseongicola,0,2.04E-05,0,0,0,0,0,0,2.73E-05,0,0,0,0,0,1.49E-05,0.00039972,0,0,0,0,0,7.05E-06,0,0,0,0,6.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Erysipelotrichaceae,0,0,0,0,0,5.52E-05,0,1.91E-05,0,0,0,0,0,4.17E-05,5.94E-06,0,5.65E-05,0,0,0,0,1.41E-05,4.45E-05,6.58E-05,0,0,1.37E-05,4.19E-05,0,1.10E-05,0,0,0.000104802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94E-05,3.73E-05,0,0,0,0,0,0,0,0
Coleofasciculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52E-05,0,6.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,6.49E-06,0,1.85E-05,0,0.00033594,0,0,0,6.48E-05,0,0,0,0
Pirellulales bacterium (no genus in NCBI),0,0,0,0,0,0,7.02E-05,3.81E-05,0,4.75E-05,2.56E-05,0,0,0,0,0,2.83E-05,0,0,6.77E-05,0,0,0.000133428,0,0,5.69E-05,0,0,3.45E-05,0,0,0,0,1.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23E-05,0
Unclassified Desulfocapsaceae,3.27E-05,0,0,0,0,0,0,0,5.46E-05,0,0,0,0.000191728,0,0.00024968,0,0,0,0,0,0,0,0,0,0,0,1.37E-05,2.62E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xenorhabdus,0,0,0,0,0,0,0,0,0,4.75E-05,0,6.16E-05,0,0,5.94E-06,0,0.000113045,0,0,0,0,1.41E-05,0,6.58E-05,0,0,0,5.24E-06,3.45E-05,0,0,0,0,0,0,0,0,0,6.99E-05,0,0,0.000108178,0,1.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Chitinibacteraceae,0,0,0,0,0,5.52E-05,0,0,0,0,0,6.16E-05,0,0,0,0,5.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,2.76E-05,0,3.05E-05,0,0,1.15E-05,2.13E-05,0,0,0,3.44E-05,6.26E-05,0,0,9.83E-06,3.24E-05,1.63E-05,2.91E-05,0,0,2.46E-05,1.97E-05,9.99E-06,4.32E-05,0,0,0,0
Pseudovibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08E-05,0,0,0,2.44E-05,0,0,9.87E-05,0,0,0,0.000113743,0,1.05E-05,0,2.21E-05,0,0,0,0,4.36E-05,2.13E-05,0,0,0,0,1.25E-05,0,0,0,5.51E-05,5.92E-05,2.91E-05,0,0,0,1.97E-05,2.00E-05,0,0,0,0,0
Caldilineaceae bacterium (no genus in NCBI),0,2.04E-05,0,4.98E-05,0,0.000110333,0,0,0,0,5.11E-05,3.08E-05,0,0,5.94E-06,0,0,4.18E-05,0,0,0,0,0,0,0,0,0.000109975,0,0,0,2.35E-05,0,5.24E-05,0,0,0,5.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58E-06,0,0,0,0,0,0
Sulfuriroseicoccus,0,0,0,0,0,0.000165499,0,0,0,4.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17E-05,0,0,0,6.99E-05,0,0,0,0,0.000107701,0,3.44E-05,0,0,0,0,0,0,0,0,3.73E-05,0,0,4.99E-06,0,0,0,4.46E-05,0
Unclassified Acetobacteraceae,0,0,0,0,0,0,0,1.91E-05,0,0,0,0,0.000219118,0,0.000148619,0,0,0,0,0,3.74E-05,0,0,0,0,0,0.000123722,0,0,0,0,0,0,0,0,0,0,0,0,1.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sulfitobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50E-05,0,0,0,0,0,0,0,0,0,0.000540279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Neisseriales,0,0,0,0,0,0,0,1.91E-05,0,0,0,0,0,0,2.38E-05,9.99E-06,0,0,0,0,0,1.41E-05,0,0.000328904,0,0,0,0,0,1.10E-05,0,0,3.49E-05,0,5.05E-05,0,0,0,0,0,1.25E-05,0,0,0,2.92E-05,4.08E-06,1.06E-05,0,0,1.23E-05,0,9.99E-06,0,0,0,0,0
Marinicauda,0,0,2.82E-05,0,0,2.76E-05,0,0,0,0,2.56E-05,0.000246518,2.74E-05,0,0,0,0,8.35E-05,0,0,0,0,2.22E-05,0,0,0,0,0,0,0,2.35E-05,7.62E-06,0,3.50E-05,4.59E-06,1.06E-05,0,2.69E-05,0,0,0,0,0,9.83E-06,0,4.08E-06,0,0,0,0,0,0,0,0,0,0,0
Cognatishimia,0,0,0,0,0,0,0,0,5.46E-05,4.75E-05,7.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89E-05,0,0,0,0,2.21E-05,0,1.52E-05,0,0,0,0,0.000171091,0,4.66E-05,0,3.76E-05,0,0,0,0,0,2.65E-06,0,0,0,0,5.99E-05,2.16E-05,0,0,0,0
Thalassospira,3.27E-05,0,0,0,0,0,0,0,2.73E-05,2.38E-05,0.000153343,0,0,0.000125223,2.38E-05,0,0,0,2.44E-05,0,0,0,4.45E-05,6.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72E-05,0,0,0,0,0,0,0,0,0,4.92E-05,0,0,0,0,0,0,0
Fulvivirga,0,0,0,0,0,0,0,0.000114349,0,0,5.11E-05,0,0,0,2.38E-05,0.000134906,0,0,0.000146174,0,0,0,8.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94E-05,0,0,0,0,0,0,0,0,0
Unclassified Methylococcales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E-05,0,0,0.000365435,0,0,1.41E-05,0,0,0,0,0.000137468,0,0,0,0,0,0,3.50E-05,0,0,0,0,0,0,0,8.32E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Echinimonadaceae,6.55E-05,0,0,4.98E-05,0,0,0,0,0,0,0,0,0,0.000469586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Erysipelotrichales,0,0,2.82E-05,0,0,0,0,0,0,0,0,0,0,0,1.49E-05,0,0,0,0.000560333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kordia,0,0,0,0,0,0.000193082,0,0,2.73E-05,0,5.11E-05,0.000184888,0,0,0,0,0,4.18E-05,0,3.39E-05,0,0,0,0,0,5.69E-05,1.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87E-05,0,0,0,0,0,0,0,0
Aliivibrio,0,0,0,0,0,0,7.02E-05,0,5.46E-05,0,0,0,0,8.35E-05,0,0,0,0,0,0,0,0,0,0,0,5.69E-05,0,5.24E-06,3.45E-05,0,0,0,0,0,0,0,0,0,0.000128229,0,0,4.99E-05,0.000112293,0,0,0,5.30E-06,0,3.73E-05,0,0,0,0,0,0,0,0
Micavibrio,0.000130984,4.08E-05,0,0,0,0,0.000105319,3.81E-05,0,0,0.000102229,3.08E-05,0,8.35E-05,2.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,5.24E-06,3.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46E-05,0
Brachyspira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.35E-05,0,0,0,0,0,0,0,0,0.000109975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000451066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Microcystaceae,0,0.000122254,5.64E-05,0,0,5.52E-05,7.02E-05,0,0,0,5.11E-05,0,0,2.09E-05,0,0,0,0,4.87E-05,0,0,7.05E-06,0,3.29E-05,2.89E-05,0.000142179,0,5.24E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24E-06,4.08E-06,0,0,0,0,0,0,0,0,0,0,0
Unclassified Acholeplasmatales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75E-05,0,0,1.10E-05,0,9.90E-05,3.49E-05,0,4.59E-06,1.06E-05,0,0.000296177,0,0,0,0,0,0,4.86E-06,0,2.65E-06,1.47E-05,0,0,3.29E-06,9.99E-06,0,0,0,8.91E-05,4.96E-05
Herpetosiphonaceae bacterium (no genus in NCBI),0,0,0,0,0,0,0.00028085,9.53E-05,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40E-05,0,0,0,4.96E-05
Methylobacillus,0,0,5.64E-05,4.98E-05,7.42E-05,0,0.000105319,7.62E-05,0,9.51E-05,0,6.16E-05,0,0,0,5.00E-06,0,0,0,0,0,2.11E-05,0,3.29E-05,8.66E-05,0,0,2.62E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unclassified Victivallales,0,6.11E-05,0,0,0,0,0,1.91E-05,0,0,0.000102229,0,0,0,0,0,0,0,0,0,0,0,0,3.29E-05,0,0,0,0,0,5.52E-06,0,0,3.49E-05,3.50E-05,0,0,0,5.39E-05,1.17E-05,0,0,0,0.000112293,4.91E-06,1.62E-06,1.22E-05,5.30E-06,0,0,2.46E-05,0,0,2.16E-05,0.000128222,0,0,0
Cycloclasticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99E-06,0,0,0,0,0,1.41E-05,0,0,0,0,0.000646101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
