"KO","logFC","logCPM","F","PValue","FDR","direction","paths"
"K08115",8.24703464335139,8.07105335014503,232.729921202973,4.21521368348006e-25,1.24222347252157e-21,"Intertidal-enriched","Brite Hierarchies; Protein families: signaling and cellular processes; Proteoglycans"
"K07119",7.17301900853358,6.14653386311394,187.883534598902,1.87650160428345e-22,2.76502511391166e-19,"Intertidal-enriched","Not Included in Pathway or Brite; Poorly characterized; Function unknown"
"K02126",7.94445589605703,6.89649899177476,149.134530312323,8.97818573590993e-20,8.81957112124219e-17,"Intertidal-enriched","Metabolism; Energy metabolism; Oxidative phosphorylation | Organismal Systems; Environmental adaptation; Thermogenesis | Human Diseases; Neurodegenerative diseases; Alzheimer disease | Human Diseases; Neurodegenerative diseases; Parkinson disease | Human Diseases; Neurodegenerative diseases; Huntington disease | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis"
"K03412",5.97966588433321,6.08161072664376,112.256170133416,9.39203887098195e-17,6.91958463819595e-14,"Intertidal-enriched","Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cell motility; Bacterial chemotaxis | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Bacterial motility proteins"
"K08094",6.7384374821584,5.83233483940963,102.791140561559,6.97942259634406e-16,3.42805973190432e-13,"Intertidal-enriched","Metabolism; Carbohydrate metabolism; Pentose phosphate pathway | Metabolism; Energy metabolism; Methane metabolism"
"K18698",6.4616940085331,5.60364242881292,103.032413136284,6.6228534364068e-16,3.42805973190432e-13,"Intertidal-enriched","Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance | Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes"
"K06704",8.60192659453567,8.66259111701767,97.6955602453911,2.14864084637718e-15,9.04577796324794e-13,"Intertidal-enriched","Human Diseases; Neurodegenerative diseases; Alzheimer disease | Human Diseases; Infectious diseases: Bacterial; Epithelial cell signaling in Helicobacter pylori infection | Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: signaling and cellular processes; CD molecules"
"K04656",6.05689271681467,5.54033131886012,96.3019508366483,2.93923726003997e-15,1.08274152566723e-12,"Intertidal-enriched","Not Included in Pathway or Brite; Unclassified: genetic information processing; Protein processing"
"K06250",8.95938805096059,7.57726219185958,123.384714249963,5.71953943448184e-15,1.872831412602e-12,"Intertidal-enriched","Environmental Information Processing; Signal transduction; Apelin signaling pathway | Environmental Information Processing; Signal transduction; PI3K-Akt signaling pathway | Environmental Information Processing; Signaling molecules and interaction; ECM-receptor interaction | Cellular Processes; Cellular community - eukaryotes; Focal adhesion | Organismal Systems; Immune system; Toll-like receptor signaling pathway | Human Diseases; Infectious diseases: Viral; Human papillomavirus infection"
"K12541",6.29672583403285,5.98525157327408,91.298356504392,9.24872545627375e-15,2.72559939196388e-12,"Intertidal-enriched","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system"
"K00428",5.69814925066348,5.67027680405039,86.2211778303754,3.06781602744794e-14,8.21895802989917e-12,"Intertidal-enriched","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"K00015",5.25052537038838,5.83959300043257,85.7784897951773,3.41201319326663e-14,8.3793357337973e-12,"Intertidal-enriched","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism"
"K00054",7.06028243946697,5.84817551211235,101.000745648855,1.7648603477182e-13,4.00080264978887e-11,"Intertidal-enriched","Metabolism; Metabolism of terpenoids and polyketides; Terpenoid backbone biosynthesis"
"K14638",7.56914537741539,7.71001529109018,77.0057271092445,2.98879023865874e-13,6.29140345237664e-11,"Intertidal-enriched","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K22044",5.61976638229999,5.4829834834374,76.3695312405842,3.5152368388981e-13,6.90626864282181e-11,"Intertidal-enriched","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K14162",5.08490379981669,5.95130458707773,75.6102254401997,4.27010960015452e-13,7.86500811978461e-11,"Intertidal-enriched","Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"K01473",5.68796654380616,5.78151769533867,74.5613951965562,5.59557430343028e-13,9.70009263071119e-11,"Intertidal-enriched","Metabolism; Amino acid metabolism; Arginine and proline metabolism"
"K03520",5.15072506360303,6.77681874184303,73.9108589523502,6.62342057993054e-13,1.08440113605863e-10,"Intertidal-enriched","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"K19026",5.08987987192647,8.03037189612603,71.7849261976389,1.15527768798572e-12,1.79189649815469e-10,"Intertidal-enriched","Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"K06443",6.57105530969575,5.45280169143196,88.6970655377142,1.4608086035523e-12,2.15250147733431e-10,"Intertidal-enriched","Metabolism; Metabolism of terpenoids and polyketides; Carotenoid biosynthesis"
"K00315",5.19341967960125,6.68266955927444,69.4906677859334,2.1252293525777e-12,2.98240519145071e-10,"Intertidal-enriched","""Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism"""
"K08309",5.76249625473915,5.46459194261446,68.959268420655,2.45089430203155e-12,3.28308432185772e-10,"Intertidal-enriched","Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins"
"K02580",-4.64515711002188,6.38307699932754,67.7649875527591,3.38319996428842e-12,4.33490882380781e-10,"Subtidal-enriched","Environmental Information Processing; Signal transduction; Ras signaling pathway | Environmental Information Processing; Signal transduction; MAPK signaling pathway | Environmental Information Processing; Signal transduction; NF-kappa B signaling pathway | Environmental Information Processing; Signal transduction; TNF signaling pathway | Environmental Information Processing; Signal transduction; HIF-1 signaling pathway | Environmental Information Processing; Signal transduction; Sphingolipid signaling pathway | Environmental Information Processing; Signal transduction; cAMP signaling pathway | Environmental Information Processing; Signal transduction; PI3K-Akt signaling pathway | Cellular Processes; Cell growth and death; Apoptosis | Cellular Processes; Cell growth and death; Cellular senescence | Organismal Systems; Immune system; Toll-like receptor signaling pathway | Organismal Systems; Immune system; Toll and Imd signaling pathway | Organismal Systems; Immune system; NOD-like receptor signaling pathway | Organismal Systems; Immune system; RIG-I-like receptor signaling pathway | Organismal Systems; Immune system; Cytosolic DNA-sensing pathway | Organismal Systems; Immune system; C-type lectin receptor signaling pathway | Organismal Systems; Immune system; T cell receptor signaling pathway | Organismal Systems; Immune system; Th1 and Th2 cell differentiation | Organismal Systems; Immune system; Th17 cell differentiation | Organismal Systems; Immune system; IL-17 signaling pathway | Organismal Systems; Immune system; B cell receptor signaling pathway | Organismal Systems; Immune system; Chemokine signaling pathway | Organismal Systems; Endocrine system; Adipocytokine signaling pathway | Organismal Systems; Endocrine system; Prolactin signaling pathway | Organismal Systems; Endocrine system; Relaxin signaling pathway | Organismal Systems; Nervous system; Neurotrophin signaling pathway | Organismal Systems; Development; Osteoclast differentiation | Organismal Systems; Aging; Longevity regulating pathway | Human Diseases; Cancers: Overview; Pathways in cancer | Human Diseases; Cancers: Overview; Transcriptional misregulation in cancer | Human Diseases; Cancers: Overview; MicroRNAs in cancer | Human Diseases; Cancers: Overview; Viral carcinogenesis | Human Diseases; Cancers: Specific types; Pancreatic cancer | Human Diseases; Cancers: Specific types; Acute myeloid leukemia | Human Diseases; Cancers: Specific types; Chronic myeloid leukemia | Human Diseases; Cancers: Specific types; Prostate cancer | Human Diseases; Cancers: Specific types; Small cell lung cancer | Human Diseases; Immune diseases; Inflammatory bowel disease (IBD) | Human Diseases; Substance dependence; Cocaine addiction | Human Diseases; Cardiovascular diseases; Fluid shear stress and atherosclerosis | Human Diseases; Endocrine and metabolic diseases; Non-alcoholic fatty liver disease (NAFLD) | Human Diseases; Endocrine and metabolic diseases; Insulin resistance | Human Diseases; Endocrine and metabolic diseases; AGE-RAGE signaling pathway in diabetic complications | Human Diseases; Infectious diseases: Bacterial; Epithelial cell signaling in Helicobacter pylori infection | Human Diseases; Infectious diseases: Bacterial; Salmonella infection | Human Diseases; Infectious diseases: Bacterial; Shigellosis | Human Diseases; Infectious diseases: Bacterial; Pertussis | Human Diseases; Infectious diseases: Bacterial; Legionellosis | Human Diseases; Infectious diseases: Bacterial; Tuberculosis | Human Diseases; Infectious diseases: Viral; Human T-cell leukemia virus 1 infection | Human Diseases; Infectious diseases: Viral; Human immunodeficiency virus 1 infection | Human Diseases; Infectious diseases: Viral; Measles | Human Diseases; Infectious diseases: Viral; Influenza A | Human Diseases; Infectious diseases: Viral; Hepatitis B | Human Diseases; Infectious diseases: Viral; Hepatitis C | Human Diseases; Infectious diseases: Viral; Herpes simplex infection | Human Diseases; Infectious diseases: Viral; Human cytomegalovirus infection | Human Diseases; Infectious diseases: Viral; Kaposi sarcoma-associated herpesvirus infection | Human Diseases; Infectious diseases: Viral; Epstein-Barr virus infection | Human Diseases; Infectious diseases: Viral; Human papillomavirus infection | Human Diseases; Infectious diseases: Parasitic; Amoebiasis | Human Diseases; Infectious diseases: Parasitic; Toxoplasmosis | Human Diseases; Infectious diseases: Parasitic; Leishmaniasis | Human Diseases; Infectious diseases: Parasitic; Chagas disease (American trypanosomiasis) | Human Diseases; Drug resistance: Antineoplastic; Antifolate resistance | Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"K00337",5.41093363863357,5.45085900371854,66.6622044849791,4.56728187154682e-12,5.17683833671095e-10,"Intertidal-enriched","Metabolism; Energy metabolism; Oxidative phosphorylation"
"K11959",5.77777563551291,5.33937191729597,66.8790630986739,4.30475206019197e-12,5.17683833671095e-10,"Intertidal-enriched","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K12886",5.95350448427149,6.18471726203877,66.6767030325558,4.5492279747574e-12,5.17683833671095e-10,"Intertidal-enriched","Genetic Information Processing; Transcription; Spliceosome | Human Diseases; Cancers: Overview; MicroRNAs in cancer | Human Diseases; Cancers: Overview; Viral carcinogenesis | Human Diseases; Infectious diseases: Viral; Herpes simplex infection | Brite Hierarchies; Protein families: genetic information processing; Spliceosome"
"K01692",5.36839850708194,5.94372183957532,65.78986549981,5.80070610186685e-12,6.3313632897043e-10,"Intertidal-enriched","""Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Phenylalanine metabolism | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism | Metabolism; Metabolism of terpenoids and polyketides; Limonene and pinene degradation | Metabolism; Metabolism of terpenoids and polyketides; Geraniol degradation | Metabolism; Xenobiotics biodegradation and metabolism; Benzoate degradation | Metabolism; Xenobiotics biodegradation and metabolism; Aminobenzoate degradation | Metabolism; Xenobiotics biodegradation and metabolism; Caprolactam degradation"""
"K15770",-5.21486610333929,5.46328054427009,65.1025453640174,7.01038873516084e-12,7.37843414375678e-10,"Subtidal-enriched","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K00117",5.60993911482479,5.00385073998756,63.5800137189644,1.07010453962611e-11,1.05119935942605e-09,"Intertidal-enriched","Metabolism; Carbohydrate metabolism; Pentose phosphate pathway"
"K00302",5.51277132047872,5.48587229588784,63.6053970985386,1.06254460453711e-11,1.05119935942605e-09,"Intertidal-enriched","""Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism"""
"K12583",5.54230955936617,5.03205578183819,63.3477634837464,1.14189181449429e-11,1.08553392816602e-09,"Intertidal-enriched","Brite Hierarchies; Protein families: metabolism; Glycosyltransferases"
"K02898",6.44299141805269,5.3465164629053,76.8466402036277,1.35272001546242e-11,1.20801996532356e-09,"Intertidal-enriched","Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome"
"K14980",4.90849507289243,4.5979837405014,62.8139367280655,1.3262384810369e-11,1.20801996532356e-09,"Intertidal-enriched","Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system"
"K02011",5.69217175585503,5.51969640929524,62.3534129157008,1.50972600429126e-11,1.30857721607246e-09,"Intertidal-enriched","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K05813",4.90451102009554,4.59597174461615,61.3974583353256,1.97846710633192e-11,1.6410882042006e-09,"Intertidal-enriched","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K11071",6.14204086768282,5.20135578586165,74.7258369441157,2.06040935037063e-11,1.6410882042006e-09,"Intertidal-enriched","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K17535",9.52945380377122,8.13831126562483,74.7942174435228,2.03241107413912e-11,1.6410882042006e-09,"Intertidal-enriched","Brite Hierarchies; Protein families: metabolism; Protein kinases"
"K20102",6.06089521748862,6.17503336674644,60.7948189594036,2.34847943455019e-11,1.82130760358405e-09,"Intertidal-enriched","Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis"
"K00128",5.19107633147413,6.78866617563457,60.5956708803073,2.48579717135808e-11,1.83141106599806e-09,"Intertidal-enriched","""Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism | Metabolism; Carbohydrate metabolism; Pyruvate metabolism | Metabolism; Lipid metabolism; Fatty acid degradation | Metabolism; Lipid metabolism; Glycerolipid metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Metabolism; Amino acid metabolism; Lysine degradation | Metabolism; Amino acid metabolism; Arginine and proline metabolism | Metabolism; Amino acid metabolism; Histidine metabolism | Metabolism; Amino acid metabolism; Tryptophan metabolism | Metabolism; Metabolism of other amino acids; beta-Alanine metabolism | Metabolism; Metabolism of terpenoids and polyketides; Insect hormone biosynthesis | Metabolism; Metabolism of terpenoids and polyketides; Limonene and pinene degradation | Metabolism; Xenobiotics biodegradation and metabolism; Chloroalkane and chloroalkene degradation"""
"K08093",6.49201844777163,5.38388749674377,73.8157901865082,2.47373646787437e-11,1.83141106599806e-09,"Intertidal-enriched","Metabolism; Carbohydrate metabolism; Pentose phosphate pathway | Metabolism; Energy metabolism; Methane metabolism"
"K22468",4.7602619509563,6.26099517420697,60.2707050621304,2.72781684111545e-11,1.96070151969932e-09,"Intertidal-enriched","""Metabolism; Energy metabolism; Oxidative phosphorylation | Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis"""
"K08484",5.13945421961103,4.79055294162065,59.8933100832,3.03947125855396e-11,2.1326956664187e-09,"Intertidal-enriched","Environmental Information Processing; Membrane transport; Phosphotransferase system (PTS) | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K00065",5.40427120152536,5.08313624221837,59.756481509157,3.16129537011864e-11,2.16659010598596e-09,"Intertidal-enriched","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions"
"K00303",5.00896480668169,6.36367336034314,59.6488128380719,3.26067309398298e-11,2.18390991090178e-09,"Intertidal-enriched","""Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism"""
"K00253",5.29084887832251,5.6448389819892,59.1011892047628,3.81808748970057e-11,2.50042307381057e-09,"Intertidal-enriched","""Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation"""
"K01907",4.2368382696403,6.04191616907791,58.6193610610821,4.38919480221654e-11,2.81194719176785e-09,"Intertidal-enriched","""Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins"""
"K00830",5.381432614771,5.19758077340618,58.5215965589525,4.51539167952059e-11,2.82912481112877e-09,"Intertidal-enriched","""Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Energy metabolism; Methane metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism | Cellular Processes; Transport and catabolism; Peroxisome | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes"""
"K07147",5.07382671658289,4.76461443286183,58.380583108596,4.70400799950152e-11,2.82912481112877e-09,"Intertidal-enriched","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"K20865",8.8141265093751,7.45579477328382,70.7164799028252,4.65956880945396e-11,2.82912481112877e-09,"Intertidal-enriched","Organismal Systems; Immune system; NOD-like receptor signaling pathway | Brite Hierarchies; Protein families: signaling and cellular processes; Pattern recognition receptors"
"K01654",5.55785720610481,5.41093846909538,58.1446274008723,5.03789826808804e-11,2.91352710039074e-09,"Intertidal-enriched","Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism"
"K02332",5.5949188734578,7.72663356764135,58.1417800395681,5.042072688155e-11,2.91352710039074e-09,"Intertidal-enriched","Cellular Processes; Transport and catabolism; Mitophagy - yeast | Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis"
"K00261",5.12854526897524,4.79405961234415,57.7932462424048,5.5808281837275e-11,3.16282704950864e-09,"Intertidal-enriched","""Metabolism; Energy metabolism; Nitrogen metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Metabolism; Amino acid metabolism; Arginine biosynthesis | Metabolism; Metabolism of other amino acids; D-Glutamine and D-glutamate metabolism | Cellular Processes; Cell growth and death; Necroptosis | Organismal Systems; Excretory system; Proximal tubule bicarbonate reclamation | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome"""
"K07714",4.54039758378348,4.43369168266374,57.4698988662597,6.13348436048968e-11,3.41044875667228e-09,"Intertidal-enriched","Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system"
"K01754",5.28854740893098,5.96116354765935,57.344301974325,6.36302345577463e-11,3.47256113410515e-09,"Intertidal-enriched","""Metabolism; Amino acid metabolism; Glycine, serine and threonine metabolism | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine biosynthesis"""
"K11069",4.67701816123098,4.52316089046513,57.1212821882105,6.79257824885563e-11,3.51188212269781e-09,"Intertidal-enriched","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K11072",4.95716885945555,4.73736072113572,57.1332605377983,6.76876766085337e-11,3.51188212269781e-09,"Intertidal-enriched","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K11912",5.04851703627094,4.77127610090962,57.1980347389823,6.64148515302648e-11,3.51188212269781e-09,"Intertidal-enriched","Environmental Information Processing; Membrane transport; Bacterial secretion system | Cellular Processes; Cellular community - prokaryotes; Biofilm formation - Pseudomonas aeruginosa | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system"
"K06016",5.48518609219231,5.15787149991757,57.0132444571396,7.01125876483087e-11,3.56244475516493e-09,"Intertidal-enriched","Metabolism; Nucleotide metabolism; Pyrimidine metabolism"
"K02055",5.29796217921608,5.02615603582071,56.6641252867595,7.76861329864888e-11,3.74192018218863e-09,"Intertidal-enriched","Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K03852",4.92750906155485,5.13624470810619,56.5763889363365,7.97182033410924e-11,3.74192018218863e-09,"Intertidal-enriched","Metabolism; Metabolism of other amino acids; Taurine and hypotaurine metabolism"
"K11261",-5.03126859727216,5.46190613683699,56.5646777959936,7.99935430871679e-11,3.74192018218863e-09,"Subtidal-enriched","Metabolism; Energy metabolism; Methane metabolism"
"K11473",4.81365241975289,4.61396694182674,56.6730706550102,7.74819568485049e-11,3.74192018218863e-09,"Intertidal-enriched","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism"
"K22074",4.49724384478225,4.3742518867107,56.5847377866664,7.95225081163219e-11,3.74192018218863e-09,"Intertidal-enriched","Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis"
"K14981",5.05581772892066,4.86036551610519,56.4703795161897,8.22464584885224e-11,3.78719239321368e-09,"Intertidal-enriched","Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system"
"K01729",5.92791392364054,4.9607807374249,67.8374671621407,8.51913541181524e-11,3.86244493209531e-09,"Intertidal-enriched","Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism"
"K10778",5.45770304226343,5.35661113285872,56.0798858016496,9.22914370385306e-11,4.12095249928105e-09,"Intertidal-enriched","Brite Hierarchies; Protein families: genetic information processing; Transcription factors | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"K00341",4.83016847861772,6.7782809545523,56.0087110477952,9.42538757114927e-11,4.14576375704133e-09,"Intertidal-enriched","Metabolism; Energy metabolism; Oxidative phosphorylation"
"K13611",4.37722171722224,4.39262801140943,55.914906618422,9.69058643214988e-11,4.19972914934495e-09,"Intertidal-enriched","Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins | Brite Hierarchies; Protein families: metabolism; Polyketide biosynthesis proteins"
"K21449",5.04382282359285,4.75595770465989,55.7522499716434,1.01687368460831e-10,4.34308224426186e-09,"Intertidal-enriched","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K00340",4.76267056407442,4.54627228591776,55.5853486127814,1.06845767564965e-10,4.43485178892891e-09,"Intertidal-enriched","Metabolism; Energy metabolism; Oxidative phosphorylation"
"K19159",5.22949392970414,4.74073095258377,55.6320555129682,1.0537570749895e-10,4.43485178892891e-09,"Intertidal-enriched","Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system"
"K13566",5.13412090184972,4.61055928297516,55.4867345180602,1.10019092627668e-10,4.50314258296859e-09,"Intertidal-enriched","""Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism"""
"K06143",4.9937642671156,5.1103585494014,55.3749777516721,1.13732507375928e-10,4.5913657429707e-09,"Intertidal-enriched","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Structural proteins"
"K04090",4.81660239182495,5.5769152440281,54.5531146572029,1.45308873822447e-10,5.78682771830745e-09,"Intertidal-enriched","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"K17321",4.78637691394018,5.49709096134107,54.4036904426509,1.51953959023193e-10,5.97077756321801e-09,"Intertidal-enriched","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K13668",5.29680465410973,5.06065108733882,53.993233472404,1.7185993847545e-10,6.66409524588358e-09,"Intertidal-enriched","Metabolism; Glycan biosynthesis and metabolism; Lipoarabinomannan (LAM) biosynthesis | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases"
"K21929",5.27519828504775,5.64414379918863,53.9375593070554,1.74759031992292e-10,6.68850476988681e-09,"Intertidal-enriched","Genetic Information Processing; Replication and repair; Base excision repair | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"K15270",5.49902084989488,5.79462364469721,53.4494214828977,2.02429759888115e-10,7.64821156910608e-09,"Intertidal-enriched","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K00284",4.82252400162412,5.6907663025273,53.3913569672464,2.06007962718461e-10,7.68487931811777e-09,"Intertidal-enriched","Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Energy metabolism; Nitrogen metabolism | Brite Hierarchies; Protein families: metabolism; Peptidases"
"K02703",5.06024389557929,4.86965176385183,53.1182822503252,2.23727261292999e-10,8.24155298788086e-09,"Intertidal-enriched","Metabolism; Energy metabolism; Photosynthesis | Brite Hierarchies; Protein families: metabolism; Photosynthesis proteins"
"K01998",4.44592016295741,6.74218542024303,52.7521230973463,2.49972009683606e-10,9.09466064861217e-09,"Intertidal-enriched","Environmental Information Processing; Membrane transport; ABC transporters | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K13150",6.10020504274857,8.35260485754756,52.6834442737944,2.55236363184331e-10,9.17294588175884e-09,"Intertidal-enriched","Brite Hierarchies; Protein families: genetic information processing; Spliceosome"
"K10126",4.92497784385229,4.73589158130985,52.633278763579,2.59153444586677e-10,9.20150844815586e-09,"Intertidal-enriched","Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system"
"K01239",4.84854864841215,4.69890237070926,52.3463090333208,2.82778006583666e-10,9.92079506431027e-09,"Intertidal-enriched","Metabolism; Nucleotide metabolism; Purine metabolism | Metabolism; Metabolism of cofactors and vitamins; Nicotinate and nicotinamide metabolism"
"K00371",4.13847508048281,4.30957812089065,52.3039499175277,2.86447924528514e-10,9.9313180421827e-09,"Intertidal-enriched","Metabolism; Energy metabolism; Nitrogen metabolism | Environmental Information Processing; Signal transduction; Two-component system"
"K13482",4.76998661065875,4.56197172600298,52.2196101300651,2.93901235178516e-10,1.00712434891987e-08,"Intertidal-enriched","Metabolism; Nucleotide metabolism; Purine metabolism"
"K01176",6.24886943555433,5.30656175853225,61.9533505163941,3.07039338395276e-10,1.02823287528509e-08,"Intertidal-enriched","Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism | Organismal Systems; Digestive system; Carbohydrate digestion and absorption"
"K02050",6.34522253126227,5.37695508531959,61.9886262892978,3.04625644521775e-10,1.02823287528509e-08,"Intertidal-enriched","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K12989",-6.27781690463596,5.54486578574155,60.1560507111663,3.15423755969061e-10,1.03283756537869e-08,"Subtidal-enriched","Brite Hierarchies; Protein families: metabolism; Glycosyltransferases | Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins"
"K18893",5.01295386016654,4.95730478266269,51.9974805782104,3.14498736332672e-10,1.03283756537869e-08,"Intertidal-enriched","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K02556",4.92240086792701,4.91628363524671,51.8070749287285,3.33331906846141e-10,1.07948255986327e-08,"Intertidal-enriched","Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cell motility; Bacterial chemotaxis | Cellular Processes; Cell motility; Flagellar assembly | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Bacterial motility proteins"
"K00984",5.56882115307324,6.57877508166178,51.3396776523831,3.84630089293956e-10,1.23207051429271e-08,"Intertidal-enriched","Brite Hierarchies; Protein families: signaling and cellular processes; Antimicrobial resistance genes"
"K05814",4.29939599547949,4.36149318458054,51.0989228398456,4.14149000869927e-10,1.31236247910073e-08,"Intertidal-enriched","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K19247",6.40433015710602,5.29568125023117,60.533011713163,4.22804005324959e-10,1.32553553584325e-08,"Intertidal-enriched","Brite Hierarchies; Protein families: signaling and cellular processes; Viral proteins"
