"KO","logFC","logCPM","F","PValue","FDR","direction","paths"
"K16012",-1.04183502918841,6.76571974666725,4.48235226515924,0.0374397169755022,0.0697438975517098,"Not significant","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K07652",-1.71721803842309,5.98677903478075,4.4809273649778,0.0374691769433428,0.069754683797872,"Not significant","Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system"
"K02358",0.8385074283691,8.44184608163884,4.47586623293452,0.0375740170110334,0.0697887523792258,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Translation factors | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome"
"K03924",0.887331772253978,6.94794960109444,4.47703813857501,0.0375497133978206,0.0697887523792258,"Not significant","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"K06306",1.66274324387174,4.65059744751885,4.47463777256021,0.0375995115518388,0.0697887523792258,"Not significant","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Cell growth"
"K13292",-1.14554994158005,7.02551140811752,4.47433087623733,0.0376058835351919,0.0697887523792258,"Not significant","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"K21586",-1.16384782631338,5.42759733348745,4.47516773594391,0.0375885108224436,0.0697887523792258,"Not significant","Brite Hierarchies; Protein families: metabolism; Lipopolysaccharide biosynthesis proteins"
"K01179",1.52268098964423,6.88445537611826,4.47272100116557,0.0376393277485124,0.069806858952087,"Not significant","Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism"
"K06925",-1.13096526304556,5.42798661872907,4.45831625922205,0.0379399978274346,0.0703202349669496,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis"
"K03803",-1.28976874751723,5.42949858309514,4.45466170007517,0.0380166873870127,0.0704180878249695,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Transcription machinery"
"K00849",-0.930379990098818,6.55817852165937,4.42798179801695,0.0385816062848047,0.0714195940460549,"Not significant","Metabolism; Carbohydrate metabolism; Galactose metabolism | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome"
"K10536",-0.930708408087765,6.92158552953577,4.4260193622614,0.0386235120506951,0.0714522850052721,"Not significant","Metabolism; Amino acid metabolism; Arginine and proline metabolism"
"K12536",-0.849732592543636,7.40676213066159,4.42234205052248,0.0387021684468132,0.0715528798072512,"Not significant","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system"
"K01939",-1.07268959097665,7.54678390042982,4.41435408471788,0.0388736196276265,0.0717797976457489,"Not significant","""Metabolism; Nucleotide metabolism; Purine metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism"""
"K12267",-1.12544720203498,6.49092223374404,4.41455848827842,0.0388692222511725,0.0717797976457489,"Not significant","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"K02188",1.53579860787987,5.20174436074096,4.41152392556808,0.0389345602033752,0.0718473067747945,"Not significant","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism"
"K02916",-1.2804741181746,5.63365381236705,4.40622741612055,0.039048882615313,0.0720131771385027,"Not significant","Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome"
"K02563",-0.965993442426097,6.46850104036687,4.40347562253965,0.0391084204821514,0.0720778706447155,"Not significant","Metabolism; Glycan biosynthesis and metabolism; Peptidoglycan biosynthesis | Cellular Processes; Cell growth and death; Cell cycle - Caulobacter | Human Diseases; Drug resistance: Antimicrobial; Vancomycin resistance | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins"
"K03625",-1.1077482607938,5.50443168926167,4.3976992729303,0.0392337141154988,0.0722635971864844,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Transcription machinery | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis"
"K18672",1.65445648703649,4.66635751836936,4.38781014117541,0.0394492162677284,0.0726151407501533,"Not significant","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"K06190",-0.990259087503365,6.70357103812043,4.3780144561301,0.039663932335565,0.0729474743793153,"Not significant","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Cell growth"
"K10764",-1.07185690377348,5.97968442552704,4.37731701450258,0.0396792675364922,0.0729474743793153,"Not significant","Metabolism; Energy metabolism; Sulfur metabolism | Metabolism; Amino acid metabolism; Cysteine and methionine metabolism"
"K00210",-0.949193162099714,6.2124213598705,4.37546064579805,0.0397201159413297,0.0729770459346001,"Not significant","""Metabolism; Amino acid metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Novobiocin biosynthesis"""
"K03470",-0.935596996427574,6.92193359171384,4.36154720747369,0.0400277115987773,0.0734963651598732,"Not significant","Genetic Information Processing; Replication and repair; DNA replication | Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins"
"K01008",-1.01237399852169,6.2318437195991,4.35805015363103,0.0401054244616188,0.0735474087668889,"Not significant","Metabolism; Metabolism of other amino acids; Selenocompound metabolism | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis"
"K02899",-1.15602069510538,5.84471607796114,4.35858515265401,0.0400935250432734,0.0735474087668889,"Not significant","Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome"
"K02033",0.837144793369786,7.69548792671593,4.34733502751224,0.0403445483051083,0.0739399153328074,"Not significant","Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K03832",-0.878553530118323,7.08244984813583,4.34340765751076,0.0404325755863576,0.07405518971597,"Not significant","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K01070",-1.17256406996404,5.63145779073647,4.34163531461242,0.0404723679059938,0.0740820299496668,"Not significant","Metabolism; Energy metabolism; Methane metabolism"
"K03572",-0.874045795456151,7.25855653046118,4.33188791483222,0.0406919662500483,0.0744377557659171,"Not significant","Genetic Information Processing; Replication and repair; Mismatch repair | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"K02072",-1.16905412618443,5.33449306115313,4.32952609099733,0.040745367564131,0.0744892048458399,"Not significant","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K15923",1.79996510851311,4.73725188021159,4.3116915808144,0.0411510430779466,0.0751842057970916,"Not significant","Metabolism; Glycan biosynthesis and metabolism; Other glycan degradation"
"K01448",-0.881501541816674,6.71125267581634,4.30146678774159,0.0413855742309148,0.075565853320016,"Not significant","Human Diseases; Drug resistance: Antimicrobial; Cationic antimicrobial peptide (CAMP) resistance | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins"
"K00845",-1.09585656629997,7.19170112279043,4.29913562558908,0.0414392456414818,0.0755702084810934,"Not significant","""Metabolism; Carbohydrate metabolism; Glycolysis / Gluconeogenesis | Metabolism; Carbohydrate metabolism; Galactose metabolism | Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Metabolism; Biosynthesis of other secondary metabolites; Streptomycin biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Neomycin, kanamycin and gentamicin biosynthesis"""
"K13283",-1.018380411064,6.08900548501154,4.29938000712353,0.0414336156331507,0.0755702084810934,"Not significant","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K02194",-0.993709933118644,5.91274821977354,4.29712187763546,0.0414856691706911,0.0756080810426881,"Not significant","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K03702",-0.906357118283562,8.1477559510419,4.27275717828469,0.0420517974551678,0.0765924889371939,"Not significant","Genetic Information Processing; Replication and repair; Nucleotide excision repair | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"K03699",-0.804414783670874,7.75733638049939,4.26478564408776,0.0422388155637998,0.0768856018940815,"Not significant","Brite Hierarchies; Protein families: signaling and cellular processes; Bacterial toxins"
"K05606",1.44608027403199,4.45228656601303,4.26201767575377,0.0423039627174021,0.0769566531655456,"Not significant","""Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Carbohydrate metabolism; Propanoate metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes | Metabolism; Amino acid metabolism; Valine, leucine and isoleucine degradation"""
"K01805",1.30194709332183,4.35672828226494,4.25378392825599,0.0424983911236902,0.0772626518454751,"Not significant","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions | Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism"
"K06985",-1.72497110437037,6.43528161192899,4.23046568146475,0.0430542411044342,0.0782249374443697,"Not significant","Cellular Processes; Cell growth and death; Cell cycle - Caulobacter"
"K00111",-0.677414401371527,7.70228597374457,4.22530935516905,0.0431782058487997,0.0784018315689542,"Not significant","Metabolism; Lipid metabolism; Glycerophospholipid metabolism"
"K17218",1.52337575609735,4.63492982353085,4.22287694479136,0.0432368171036858,0.0784599137959125,"Not significant","Metabolism; Energy metabolism; Sulfur metabolism"
"K13894",-0.885734403011694,6.41707237832205,4.21839087353825,0.0433451374437658,0.0786080738749402,"Not significant","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K03077",-1.10439836400864,5.83061164607622,4.20148589055996,0.0437559492911539,0.0793042943179769,"Not significant","Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions | Metabolism; Carbohydrate metabolism; Ascorbate and aldarate metabolism"
"K05952",-1.32125739632337,4.87956552203746,4.1966761259146,0.0438735951108334,0.0794686446168569,"Not significant","Not Included in Pathway or Brite; Poorly characterized; Function unknown"
"K00154",-0.957822023794673,6.56056585360421,4.18425573888673,0.0441789694954975,0.0799726186137783,"Not significant","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"K03110",-0.908311355157983,7.4094168630973,4.1743682153033,0.0444237018500176,0.0803662672510754,"Not significant","""Genetic Information Processing; Folding, sorting and degradation; Protein export | Environmental Information Processing; Membrane transport; Bacterial secretion system | Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system"""
"K06905",-1.30078658918188,4.39274638100262,4.17089174784065,0.0445100958674819,0.0804731610561161,"Not significant","Not Included in Pathway or Brite; Poorly characterized; Function unknown"
"K14572",-1.36680066623449,4.8048162066311,4.16322959196315,0.0447011469339961,0.0807690251468342,"Not significant","Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis"
"K09765",-1.07514086134879,5.7713028081954,4.15879695073064,0.0448120742904976,0.0809198424841277,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis"
"K09015",1.4240027228489,5.36743775123734,4.14889145624326,0.0450610311296501,0.0813195705689399,"Not significant","Not Included in Pathway or Brite; Poorly characterized; General function prediction only"
"K06954",-0.968331826948367,6.11033155045167,4.14378774363517,0.0451898837532892,0.0815021954840535,"Not significant","Not Included in Pathway or Brite; Poorly characterized; Function unknown"
"K03571",-1.21126143709647,5.35315820092083,4.13272331593104,0.0454705877817891,0.0819583010354327,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins"
"K03892",-0.884851179906788,6.73887652043795,4.11249172940469,0.0459887223055384,0.0828415431750743,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"K11717",-0.789429615508209,7.82630586081598,4.10633676338139,0.046147609020441,0.0830769723782771,"Not significant","Metabolism; Metabolism of other amino acids; Selenocompound metabolism"
"K02117",-0.894141230982484,6.83133476498329,4.10254681007198,0.0462457380154901,0.083202802156074,"Not significant","Metabolism; Energy metabolism; Oxidative phosphorylation"
"K02931",-0.937217296943593,6.62537781539926,4.10112522615917,0.0462826033531892,0.0832183234178454,"Not significant","Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome"
"K02005",1.26439211727997,6.89537829195418,4.08390346890355,0.0467317281423877,0.0839234630320637,"Not significant","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Structural proteins"
"K07152",-0.950992191842631,5.92654916215394,4.08461738486539,0.0467130171135322,0.0839234630320637,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis"
"K01515",-0.927709027001137,6.47239755744559,4.06347449197681,0.0472705836053843,0.08478783316194,"Not significant","Metabolism; Nucleotide metabolism; Purine metabolism"
"K01669",-0.735282942224596,8.3854637523244,4.06391680383179,0.0472588461673874,0.08478783316194,"Not significant","Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"K15724",-1.10946898173606,5.41550238374891,4.05836864211479,0.0474063027488947,0.0849795463509688,"Not significant","Not Included in Pathway or Brite; Poorly characterized; General function prediction only"
"K00413",-0.964931517677292,5.95401998388792,4.04314597106061,0.0478134339772838,0.0856572583167509,"Not significant","Metabolism; Energy metabolism; Oxidative phosphorylation | Environmental Information Processing; Signal transduction; Two-component system | Organismal Systems; Circulatory system; Cardiac muscle contraction | Organismal Systems; Environmental adaptation; Thermogenesis | Human Diseases; Neurodegenerative diseases; Alzheimer disease | Human Diseases; Neurodegenerative diseases; Parkinson disease | Human Diseases; Neurodegenerative diseases; Huntington disease | Human Diseases; Endocrine and metabolic diseases; Non-alcoholic fatty liver disease (NAFLD)"
"K02954",-1.07003928284073,5.5240938056295,4.04106417876895,0.0478694036191612,0.0857023679661295,"Not significant","Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome"
"K03525",-0.931134694039127,6.02921246639118,4.04004700177673,0.0478967763964083,0.0857023679661295,"Not significant","Metabolism; Metabolism of cofactors and vitamins; Pantothenate and CoA biosynthesis"
"K06950",-1.01261263919457,5.90773012684899,4.03317059467941,0.0480822669078436,0.0859820634571693,"Not significant","Not Included in Pathway or Brite; Poorly characterized; Function unknown"
"K19933",1.53044086289392,6.54789856261033,4.0187487342405,0.0484738131214089,0.0866296708725239,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Membrane trafficking"
"K05844",-0.956885122890726,6.81497970023289,4.01608310648893,0.0485465589115183,0.0867070964316632,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis"
"K03317",-0.800085294393686,7.41347236180857,4.01271795101233,0.0486385630238362,0.0867393724748879,"Not significant","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Transport"
"K07454",1.02463909811499,5.63754740069165,4.012193106453,0.0486529293182863,0.0867393724748879,"Not significant","Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair"
"K11922",-1.08070623626546,5.64939721430679,4.01420101294392,0.0485979926455175,0.0867393724748879,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Transcription factors"
"K02564",-1.03676457076365,6.20266851957733,4.00148634302022,0.0489470000907588,0.0872108883116482,"Not significant","Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism"
"K00240",0.85012315420696,6.58700677257023,3.9981838978893,0.0490380907132813,0.0873203947625619,"Not significant","Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Butanoate metabolism | Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes"
"K01667",-1.03484967427462,6.0811774509626,3.99296420561998,0.0491824371020514,0.0875245423549187,"Not significant","Metabolism; Amino acid metabolism; Tryptophan metabolism"
"K00372",1.5373557683144,4.31559984902188,3.99091612996508,0.0492392000124482,0.0875726749768768,"Not significant","Metabolism; Energy metabolism; Nitrogen metabolism"
"K03394",1.41140892144868,4.29539802583411,3.98638307518472,0.0493650859579127,0.0877436117719956,"Not significant","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism"
"K11585",-1.28406259650677,10.271516857204,3.97667878185229,0.0496357484323223,0.0881715193671211,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins"
"K02071",-0.997915638595974,6.10507112980964,3.97312607246317,0.0497352367306514,0.0882950256898973,"Not significant","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K06147",0.920610915550392,8.39862835985958,3.93921876034844,0.0506956528936505,0.0899458694025214,"Not significant","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K02004",0.786464739502264,8.80176875841013,3.93288746653993,0.0508771915032335,0.0902136482310645,"Not significant","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K09701",-1.02129601933484,5.63537092289318,3.9261187735829,0.0510720477618539,0.0904503153570813,"Not significant","Not Included in Pathway or Brite; Poorly characterized; Function unknown"
"K11688",1.0778297266805,5.3474925092801,3.92646707473678,0.0510620012866057,0.0904503153570813,"Not significant","Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K01992",1.32744056141867,7.58834433784058,3.921932240548,0.051192972079785,0.0905695243975034,"Not significant","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K02871",-1.019225430706,6.52174252173862,3.92166077546041,0.0512008237686599,0.0905695243975034,"Not significant","Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome"
"K02233",-0.956820100156427,6.13231481915724,3.91816443030265,0.051302066137056,0.0906941745086406,"Not significant","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism"
"K06879",-1.08081175522839,5.83116678545574,3.91393055724219,0.051424954125826,0.0908569183506051,"Not significant","Metabolism; Metabolism of cofactors and vitamins; Folate biosynthesis | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis"
"K01935",-0.905626326210481,5.91633919418459,3.90315815833492,0.0517390574021848,0.0912477571300051,"Not significant","Metabolism; Metabolism of cofactors and vitamins; Biotin metabolism"
"K03607",-1.35986936216919,5.04782428861489,3.90392934381911,0.0517165023780702,0.0912477571300051,"Not significant","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Signaling proteins"
"K03665",-0.86285789436101,6.74170092747964,3.9034246261738,0.0517312627608385,0.0912477571300051,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis"
"K07658",1.395680736274,5.82715555242297,3.89819704084107,0.0518844103761827,0.0914493764226139,"Not significant","Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system"
"K03286",-0.820135718371384,7.57221153204991,3.89096637462424,0.0520970476206313,0.0917692763526602,"Not significant","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K05787",-1.29264969720749,4.94506689105446,3.87826190092051,0.0524729394617132,0.0923761962925143,"Not significant","Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"K02611",1.40765336195807,4.25642422664101,3.87678270305081,0.052516895018468,0.0923983818623435,"Not significant","Metabolism; Amino acid metabolism; Phenylalanine metabolism"
"K01465",-1.02489957579054,7.93880976518259,3.87502767355209,0.052569098721624,0.0924350441125453,"Not significant","Metabolism; Nucleotide metabolism; Pyrimidine metabolism"
"K06893",-1.0898187214456,5.50871487928086,3.86733621450232,0.0527985446738722,0.0927831312784147,"Not significant","Not Included in Pathway or Brite; Poorly characterized; Function unknown"
"K11041",-1.09019836695581,5.71148458066363,3.86398471816506,0.0528988622170019,0.0929040208304557,"Not significant","Human Diseases; Infectious diseases: Bacterial; Staphylococcus aureus infection | Brite Hierarchies; Protein families: signaling and cellular processes; Bacterial toxins"
"K13542",1.47648109105061,4.24352104955433,3.85244343684814,0.0532458962781529,0.0934578060343756,"Not significant","Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism"
"K00567",-0.986175965196227,5.5948508887009,3.84376089371972,0.053508592334843,0.093862989054037,"Not significant","Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"K00099",1.38681958903228,5.57356310773751,3.83903530984618,0.0536521562846689,0.0940588367465314,"Not significant","Metabolism; Metabolism of terpenoids and polyketides; Terpenoid backbone biosynthesis"
"K02664",-1.18255408343183,5.41841784376563,3.83473082881816,0.0537832894128939,0.0942326717596899,"Not significant","Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system | Brite Hierarchies; Protein families: signaling and cellular processes; Bacterial motility proteins"
"K05349",-1.3063997233507,6.33229214700939,3.83292332998387,0.0538384568899305,0.0942732813158796,"Not significant","Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism | Metabolism; Metabolism of other amino acids; Cyanoamino acid metabolism | Metabolism; Biosynthesis of other secondary metabolites; Phenylpropanoid biosynthesis"
"K20276",0.913881397098339,7.0542377457109,3.82319921234507,0.0541363026663104,0.0947385296660432,"Not significant","Cellular Processes; Cellular community - prokaryotes; Quorum sensing"
"K09966",-1.25602225283968,5.03701701278968,3.8194750398524,0.0542508438899839,0.0948826332010579,"Not significant","Not Included in Pathway or Brite; Poorly characterized; Function unknown"
"K04077",0.669931687737161,7.89226145231692,3.80488091917523,0.0547022348392917,0.0956153535417512,"Not significant","""Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Organismal Systems; Aging; Longevity regulating pathway - worm | Human Diseases; Endocrine and metabolic diseases; Type I diabetes mellitus | Human Diseases; Infectious diseases: Bacterial; Legionellosis | Human Diseases; Infectious diseases: Bacterial; Tuberculosis | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome"""
"K11179",-1.21880759767673,4.90193261468211,3.77796897727865,0.0555452997518756,0.0970314157491271,"Not significant","""Genetic Information Processing; Folding, sorting and degradation; Sulfur relay system | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis"""
"K02793",1.43446012408327,4.4833519904472,3.77349164916205,0.0556869189580959,0.0972192750349921,"Not significant","Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism | Metabolism; Carbohydrate metabolism; Amino sugar and nucleotide sugar metabolism | Environmental Information Processing; Membrane transport; Phosphotransferase system (PTS) | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K10877",1.48060020937191,4.19182397299631,3.77248486479225,0.0557188176227016,0.0972192750349921,"Not significant","Genetic Information Processing; Replication and repair; Homologous recombination | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins"
"K01779",-0.786466942317152,7.48165177536478,3.76425362208884,0.0559803568963841,0.0975906729146628,"Not significant","""Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism | Metabolism; Metabolism of terpenoids and polyketides; Nonribosomal peptide structures"""
"K02078",0.927336320818562,5.64477080373259,3.76370281377116,0.055997905632404,0.0975906729146628,"Not significant","Metabolism; Lipid metabolism; Fatty acid biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Biosynthesis of secondary metabolites - unclassified"
"K03153",-0.968775126992965,6.12268562577666,3.76040774954033,0.056103010711827,0.0977160594372069,"Not significant","Metabolism; Metabolism of cofactors and vitamins; Thiamine metabolism"
"K09761",-0.816086111646263,7.04233981156296,3.75061183326464,0.0564167413687533,0.0982044517505706,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis"
"K21101",-1.03468765466555,5.69113707411191,3.74885598799107,0.0564731757235394,0.0982446569405376,"Not significant","Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers"
"K02654",-1.01021199766126,5.78034924576908,3.74251626807898,0.0566774490105052,0.0985418538253445,"Not significant","Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system | Brite Hierarchies; Protein families: signaling and cellular processes; Bacterial motility proteins"
"K07649",-1.14773705270198,5.9748827549185,3.74077553737908,0.0567336773144393,0.0985814546259744,"Not significant","Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system"
"K00762",-0.955212082717316,6.53778871280341,3.73615666590891,0.0568831670343187,0.0987829659694386,"Not significant","Metabolism; Nucleotide metabolism; Pyrimidine metabolism"
"K09144",-0.924095537783129,7.17435600341534,3.7350915474663,0.0569177000708993,0.0987847244457834,"Not significant","Not Included in Pathway or Brite; Poorly characterized; Function unknown"
"K02357",-0.935397128632791,7.03315544720952,3.72464301983803,0.0572576663857925,0.0993162700641144,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Translation factors | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis"
"K02016",-0.741550010855288,7.10691864167075,3.71469184759034,0.0575834959466719,0.0998226838557894,"Not significant","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K03310",-0.723115295226417,8.13404105429748,3.69934666220531,0.0580898848924053,0.100641323208653,"Not significant","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Transport"
"K04085",-0.806050384543817,7.05423057650841,3.69053758155798,0.0583827621929317,0.10108930680527,"Not significant","""Genetic Information Processing; Folding, sorting and degradation; Sulfur relay system | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis"""
"K07029",1.55387476190263,4.74137811038278,3.68677746063565,0.0585082627744376,0.101247122957292,"Not significant","Metabolism; Lipid metabolism; Glycerolipid metabolism | Metabolism; Lipid metabolism; Glycerophospholipid metabolism"
"K03321",-0.850778340119602,7.19301798386224,3.6727441622611,0.0589792376786594,0.102002237933691,"Not significant","Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K10679",-1.03659663432491,5.80271778170511,3.66735610601926,0.0591611583670658,0.102256852614512,"Not significant","Metabolism; Xenobiotics biodegradation and metabolism; Nitrotoluene degradation"
"K01993",-0.874537659749194,6.69987694273745,3.66161402389117,0.0593557023583135,0.102532974706887,"Not significant","Not Included in Pathway or Brite; Unclassified: signaling and cellular processes; Structural proteins"
"K02017",-0.889310675619267,6.17349706815459,3.65593284809163,0.0595488658873575,0.102806390023458,"Not significant","Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters"
"K02520",-0.853643813491413,6.9684765015627,3.65468512498944,0.0595913805135724,0.102819554082844,"Not significant","Brite Hierarchies; Protein families: genetic information processing; Translation factors | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis"
"K07154",-0.897881951040896,6.68933483238681,3.62751903052928,0.0605252441144391,0.104369745117175,"Not significant","Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system"
"K00609",-1.0315001785153,7.10253417696943,3.62493478892664,0.0606149040278794,0.104463229339275,"Not significant","""Metabolism; Nucleotide metabolism; Pyrimidine metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism"""
